COG,departement,commune,population,Pop_in_QPV_pct,Total_QPV,logements_sociaux_pct,Subventions_parHab,places_migrants_p1k,Total_places_migrants,Number_of_Mosques,Mosque_p100k,Insécurité_Score,Immigration_Score,Islamisation_Score,Défrancisation_Score,Wokisme_Score
1001,1,L'Abergement-Clémenciat,859,0.0,0,7.0,0.2,0.0,0,0,0.0,46,57,45,86,20
1002,1,L'Abergement-de-Varey,273,0.0,0,0.0,17.1,0.0,0,0,0.0,33,57,45,86,17
1004,1,Ambérieu-en-Bugey,15554,11.54,1,30.0,50.4,16.2,252,2,12.86,157,226,217,153,248
1005,1,Ambérieux-en-Dombes,1917,0.0,0,14.0,15.8,0.0,0,0,0.0,54,57,45,86,33
1006,1,Ambléon,114,0.0,0,0.0,11.1,0.0,0,0,0.0,33,57,45,86,16
1007,1,Ambronay,2828,0.0,0,11.0,59.7,0.0,0,0,0.0,67,57,45,86,42
1008,1,Ambutrix,764,0.0,0,5.0,17.1,0.0,0,0,0.0,46,57,45,86,23
1009,1,Andert-et-Condon,335,0.0,0,0.0,11.1,0.0,0,0,0.0,37,57,45,86,16
1010,1,Anglefort,1150,0.0,0,9.0,24.2,0.0,0,0,0.0,55,57,45,86,29
1011,1,Apremont,399,0.0,0,15.0,37.8,0.0,0,0,0.0,44,57,45,86,40
1012,1,Aranc,329,0.0,0,7.0,37.8,0.0,0,0,0.0,37,57,45,86,31
1013,1,Arandas,140,0.0,0,3.0,17.1,0.0,0,0,0.0,39,57,45,86,21
1014,1,Arbent,3482,0.0,0,28.0,134.6,0.0,0,0,0.0,68,57,91,120,82
1015,1,Arboys en Bugey,688,0.0,0,1.0,11.1,0.0,0,0,0.0,43,57,45,86,17
1016,1,Arbigny,459,0.0,0,3.0,13.7,0.0,0,0,0.0,40,57,45,86,20
1017,1,Argis,420,0.0,0,3.0,17.1,0.0,0,0,0.0,42,57,45,86,21
1019,1,Armix,25,0.0,0,0.0,11.2,0.0,0,0,0.0,7,57,45,86,16
1021,1,Ars-sur-Formans,1513,0.0,0,8.0,15.8,0.0,0,0,0.0,54,57,45,86,26
1022,1,Artemare,1141,0.0,0,15.0,11.1,0.0,0,0,0.0,53,57,45,86,32
1023,1,Asnières-sur-Saône,77,0.0,0,0.0,13.7,0.0,0,0,0.0,26,57,45,86,16
1024,1,Attignat,3372,0.0,0,12.0,41.6,0.0,0,0,0.0,89,57,45,86,38
1025,1,Bâgé-Dommartin,4057,0.0,0,5.0,19.6,0.0,0,0,0.0,50,57,45,86,24
1026,1,Bâgé-le-Châtel,987,0.0,0,12.0,13.7,0.0,0,0,0.0,171,57,45,86,30
1027,1,Balan,2878,0.0,0,12.0,13.6,0.0,0,0,0.0,45,57,45,86,30
1028,1,Baneins,618,0.0,0,2.0,0.2,0.0,0,0,0.0,247,57,45,86,15
1029,1,Beaupont,717,0.0,0,13.0,19.3,0.0,0,0,0.0,48,57,45,86,32
1030,1,Beauregard,826,0.0,0,22.0,15.8,0.0,0,0,0.0,51,57,45,86,41
1031,1,Bellignat,3581,32.0,1,46.0,116.4,35.19,126,0,0.0,153,363,96,124,518
1032,1,Béligneux,3484,0.0,0,27.0,22.2,0.0,0,0,0.0,62,57,45,86,49
1033,1,Valserhône,16162,0.0,0,30.0,50.2,0.0,0,7,43.31,142,69,401,93,60
1034,1,Belley,9270,12.35,1,26.0,54.6,14.24,132,3,32.36,115,180,323,100,226
1035,1,Belleydoux,306,0.0,0,19.0,37.8,0.0,0,0,0.0,41,57,45,86,44
1036,1,Valromey-sur-Séran,1350,0.0,0,5.0,11.1,0.0,0,0,0.0,46,57,45,86,21
1037,1,Bénonces,311,0.0,0,0.0,17.1,0.0,0,0,0.0,47,57,45,86,17
1038,1,Bény,769,0.0,0,7.0,19.3,0.0,0,0,0.0,44,57,45,86,26
1040,1,Béréziat,481,0.0,0,0.0,19.3,0.0,0,0,0.0,42,57,45,86,18
1041,1,Bettant,762,0.0,0,7.0,17.1,0.0,0,0,0.0,47,57,45,86,25
1042,1,Bey,290,0.0,0,12.0,4.0,0.0,0,0,0.0,35,57,45,86,27
1043,1,Beynost,4936,0.0,0,8.0,68.5,0.0,0,0,0.0,83,57,45,86,41
1044,1,Billiat,669,0.0,0,12.0,12.0,0.0,0,0,0.0,48,57,45,86,29
1045,1,Birieux,280,0.0,0,0.0,0.2,0.0,0,0,0.0,35,57,45,86,12
1046,1,Biziat,897,0.0,0,3.0,4.1,0.0,0,0,0.0,186,57,45,86,17
1047,1,Blyes,1351,0.0,0,10.0,17.1,0.0,0,0,0.0,48,129,45,173,28
1049,1,La Boisse,3401,0.0,0,9.0,34.0,0.0,0,0,0.0,55,57,45,86,32
1050,1,Boissey,390,0.0,0,0.0,13.7,0.0,0,0,0.0,37,57,45,86,16
1051,1,Bolozon,99,0.0,0,4.0,37.8,0.0,0,0,0.0,25,57,45,86,28
1052,1,Bouligneux,323,0.0,0,1.0,0.2,0.0,0,0,0.0,38,57,45,86,14
1053,1,Bourg-en-Bresse,42065,21.61,2,35.0,90.1,6.39,269,3,7.13,282,193,159,142,198
1054,1,Bourg-Saint-Christophe,1540,0.0,0,2.0,17.1,0.0,0,0,0.0,46,57,45,86,20
1056,1,Boyeux-Saint-Jérôme,362,0.0,0,0.0,14.3,0.0,0,0,0.0,43,57,45,86,17
1057,1,Boz,509,0.0,0,3.0,13.7,0.0,0,0,0.0,39,57,45,86,20
1058,1,Brégnier-Cordon,812,0.0,0,5.0,11.1,0.0,0,0,0.0,48,57,45,86,21
1060,1,Brénod,547,0.0,0,31.0,37.8,0.0,0,0,0.0,43,57,45,86,58
1061,1,Brens,1117,0.0,0,0.0,11.1,0.0,0,0,0.0,44,57,45,86,16
1062,1,Bressolles,1003,0.0,0,2.0,13.6,0.0,0,0,0.0,46,57,45,86,19
1063,1,Brion,591,0.0,0,14.0,37.8,0.0,0,0,0.0,45,57,45,86,39
1064,1,Briord,1102,0.0,0,13.0,17.1,0.0,0,0,0.0,52,57,45,86,32
1065,1,Buellas,1884,0.0,0,15.0,19.3,0.0,0,0,0.0,52,57,45,86,35
1066,1,La Burbanche,97,0.0,0,0.0,11.1,0.0,0,0,0.0,33,57,45,86,16
1067,1,Ceignes,263,0.0,0,11.0,37.8,0.0,0,0,0.0,146,57,45,86,36
1068,1,Cerdon,755,0.0,0,7.0,14.3,0.0,0,0,0.0,47,57,45,86,24
1069,1,Certines,1518,0.0,0,17.0,19.3,0.0,0,0,0.0,50,57,45,86,37
1071,1,Cessy,5570,0.0,0,16.0,25.2,0.0,0,0,0.0,60,57,45,86,37
1072,1,Ceyzériat,3306,0.0,0,13.0,30.9,0.0,0,0,0.0,55,57,45,86,36
1073,1,Ceyzérieu,1028,0.0,0,1.0,11.1,0.0,0,0,0.0,46,57,45,86,17
1074,1,Chalamont,2544,0.0,0,18.0,0.2,0.0,0,0,0.0,56,57,45,86,32
1075,1,Chaleins,1436,0.0,0,10.0,5.2,0.0,0,0,0.0,50,57,45,86,25
1076,1,Chaley,127,0.0,0,13.0,17.1,0.0,0,0,0.0,36,57,45,86,32
1077,1,Challes-la-Montagne,185,0.0,0,4.0,14.3,0.0,0,0,0.0,41,57,45,86,21
1078,1,Challex,1628,0.0,0,6.0,12.9,0.0,0,0,0.0,46,57,45,86,23
1079,1,Champagne-en-Valromey,826,0.0,0,17.0,11.1,0.0,0,0,0.0,43,57,45,86,35
1080,1,Champdor-Corcelles,655,0.0,0,13.0,37.8,0.0,0,0,0.0,47,57,45,86,38
1081,1,Champfromier,709,0.0,0,18.0,12.0,0.0,0,0,0.0,46,57,45,86,36
1082,1,Chanay,595,0.0,0,8.0,12.0,0.0,0,0,0.0,42,57,45,86,25
1083,1,Chaneins,1041,0.0,0,10.0,0.2,0.0,0,0,0.0,46,57,45,86,24
1084,1,Chanoz-Châtenay,943,0.0,0,1.0,4.0,0.0,0,0,0.0,47,57,45,86,15
1085,1,La Chapelle-du-Châtelard,391,0.0,0,0.0,0.2,0.0,0,0,0.0,43,307,45,86,271
1087,1,Charix,280,0.0,0,2.0,37.8,0.0,0,0,0.0,39,57,45,86,26
1088,1,Charnoz-sur-Ain,925,0.0,0,4.0,17.1,0.0,0,0,0.0,50,57,45,86,22
1089,1,Château-Gaillard,2408,0.0,0,10.0,17.1,0.0,0,0,0.0,50,57,45,86,28
1090,1,Châtenay,358,0.0,0,6.0,0.2,0.0,0,0,0.0,46,57,45,86,19
1092,1,Châtillon-la-Palud,1675,0.0,0,5.0,0.2,0.0,0,0,0.0,52,57,45,86,18
1093,1,Châtillon-sur-Chalaronne,5154,0.0,0,21.0,90.5,0.0,0,0,0.0,122,57,76,109,62
1094,1,Chavannes-sur-Reyssouze,746,0.0,0,5.0,13.7,0.0,0,0,0.0,41,57,45,86,22
1095,1,Nivigne et Suran,822,0.0,0,10.0,37.3,0.0,0,0,0.0,46,57,45,86,34
1096,1,Chaveyriat,1057,0.0,0,4.0,15.2,0.0,0,0,0.0,46,57,45,86,21
1098,1,Chazey-Bons,1165,0.0,0,6.0,11.1,0.0,0,0,0.0,53,57,45,86,22
1099,1,Chazey-sur-Ain,1613,0.0,0,4.0,17.1,0.0,0,0,0.0,63,57,45,86,22
1100,1,Cheignieu-la-Balme,130,0.0,0,0.0,11.1,0.0,0,0,0.0,30,57,45,86,16
1101,1,Chevillard,149,0.0,0,0.0,37.8,0.0,0,0,0.0,25,57,45,86,23
1102,1,Chevroux,981,0.0,0,3.0,13.7,0.0,0,0,0.0,45,57,45,86,20
1103,1,Chevry,2301,0.0,0,7.0,12.9,0.0,0,0,0.0,51,57,45,86,24
1104,1,Chézery-Forens,436,0.0,0,13.0,12.9,0.0,0,0,0.0,40,57,45,86,31
1105,1,Civrieux,1986,0.0,0,11.0,15.8,0.0,0,0,0.0,55,57,45,86,29
1106,1,Cize,175,0.0,0,0.0,19.3,0.0,0,0,0.0,25,57,45,86,18
1107,1,Cleyzieu,144,0.0,0,0.0,17.1,0.0,0,0,0.0,14,57,45,86,17
1108,1,Coligny,1294,0.0,0,14.0,19.3,0.0,0,0,0.0,57,57,45,86,34
1109,1,Collonges,2260,0.0,0,16.0,12.9,0.0,0,0,0.0,53,57,45,86,34
1110,1,Colomieu,164,0.0,0,6.0,11.1,0.0,0,0,0.0,24,57,45,86,22
1111,1,Conand,136,0.0,0,0.0,17.1,0.0,0,0,0.0,32,57,45,86,17
1112,1,Condamine,477,0.0,0,9.0,37.8,0.0,0,0,0.0,44,57,45,86,33
1113,1,Condeissiat,815,0.0,0,18.0,0.2,0.0,0,0,0.0,47,57,45,86,32
1114,1,Confort,676,0.0,0,8.0,12.0,0.0,0,0,0.0,49,201,281,261,25
1115,1,Confrançon,1357,0.0,0,14.0,19.3,0.0,0,0,0.0,49,57,45,86,34
1116,1,Contrevoz,489,0.0,0,0.0,11.1,0.0,0,0,0.0,44,57,45,86,16
1117,1,Conzieu,148,0.0,0,0.0,11.1,0.0,0,0,0.0,39,57,45,86,16
1118,1,Corbonod,1315,0.0,0,4.0,24.2,0.0,0,0,0.0,142,57,45,86,24
1121,1,Corlier,116,0.0,0,8.0,37.8,0.0,0,0,0.0,35,57,45,86,32
1123,1,Cormoranche-sur-Saône,1165,0.0,0,1.0,4.0,0.0,0,0,0.0,63,57,45,86,15
1124,1,Cormoz,704,0.0,0,4.0,19.3,0.0,0,0,0.0,48,57,45,86,22
1125,1,Corveissiat,587,0.0,0,5.0,19.3,0.0,0,0,0.0,48,57,45,86,24
1127,1,Courmangoux,513,0.0,0,3.0,19.3,0.0,0,0,0.0,40,57,45,86,21
1128,1,Courtes,293,0.0,0,7.0,19.3,0.0,0,0,0.0,41,57,45,86,26
1129,1,Crans,316,0.0,0,0.0,0.2,0.0,0,0,0.0,32,57,45,86,12
1130,1,Bresse Vallons,2393,0.0,0,7.0,27.8,0.0,0,0,0.0,45,57,45,86,28
1133,1,Cressin-Rochefort,384,0.0,0,0.0,11.1,0.0,0,0,0.0,26,57,45,86,16
1134,1,Crottet,1844,0.0,0,5.0,4.0,0.0,0,0,0.0,56,57,45,86,19
1135,1,Crozet,2354,0.0,0,5.0,12.9,0.0,0,0,0.0,48,57,45,86,22
1136,1,Cruzilles-lès-Mépillat,951,0.0,0,9.0,4.1,0.0,0,0,0.0,45,57,45,86,24
1138,1,Culoz-Béon,3416,0.0,0,23.0,30.2,60.3,206,1,29.27,132,557,279,86,657
1139,1,Curciat-Dongalon,462,0.0,0,6.0,19.3,0.0,0,0,0.0,45,57,45,86,25
1140,1,Curtafond,805,0.0,0,12.0,19.3,0.0,0,0,0.0,43,57,45,86,31
1141,1,Cuzieu,423,0.0,0,0.0,11.1,0.0,0,0,0.0,43,57,45,86,16
1142,1,Dagneux,4741,0.0,0,14.0,18.0,0.0,0,0,0.0,65,57,45,86,33
1143,1,Divonne-les-Bains,10300,0.0,0,14.0,64.9,0.0,0,0,0.0,94,57,45,86,47
1145,1,Dompierre-sur-Veyle,1225,0.0,0,16.0,19.3,0.0,0,0,0.0,48,57,45,86,36
1146,1,Dompierre-sur-Chalaronne,453,0.0,0,0.0,0.2,0.0,0,0,0.0,30,57,45,86,12
1147,1,Domsure,540,0.0,0,10.0,19.3,0.0,0,0,0.0,46,57,45,86,29
1148,1,Dortan,2013,0.0,0,23.0,37.8,0.0,0,0,0.0,47,57,45,86,49
1149,1,Douvres,1108,0.0,0,5.0,17.1,0.0,0,0,0.0,159,57,45,86,23
1150,1,Drom,215,0.0,0,0.0,19.3,0.0,0,0,0.0,32,57,45,86,18
1151,1,Druillat,1144,0.0,0,0.0,19.3,0.0,0,0,0.0,161,57,45,86,18
1152,1,Échallon,774,0.0,0,0.0,37.8,0.0,0,0,0.0,47,57,45,86,23
1153,1,Échenevex,2227,0.0,0,3.0,12.9,0.0,0,0,0.0,64,57,45,86,19
1155,1,Évosges,143,0.0,0,8.0,37.8,0.0,0,0,0.0,18,57,45,86,32
1156,1,Faramans,905,0.0,0,2.0,17.1,0.0,0,0,0.0,45,57,45,86,20
1157,1,Fareins,2524,0.0,0,8.0,15.8,0.0,0,0,0.0,53,57,45,86,26
1158,1,Farges,1065,0.0,0,5.0,12.9,0.0,0,0,0.0,52,57,45,86,22
1159,1,Feillens,3388,0.0,0,9.0,55.0,0.0,0,0,0.0,54,57,45,86,38
1160,1,Ferney-Voltaire,11530,0.0,0,21.0,43.3,12.58,145,1,8.67,125,155,114,86,176
1162,1,Flaxieu,64,0.0,0,0.0,11.1,0.0,0,0,0.0,24,57,45,86,16
1163,1,Foissiat,2024,0.0,0,9.0,19.3,0.0,0,0,0.0,46,57,45,86,28
1165,1,Francheleins,1593,0.0,0,3.0,5.2,0.0,0,0,0.0,62,57,45,86,17
1166,1,Frans,2547,0.0,0,12.0,15.8,0.0,0,0,0.0,58,57,45,86,30
1167,1,Garnerans,685,0.0,0,7.0,5.2,0.0,0,0,0.0,46,57,45,86,22
1169,1,Genouilleux,675,0.0,0,0.0,5.2,0.0,0,0,0.0,45,57,45,86,14
1170,1,Béard-Géovreissiat,1048,0.0,0,9.0,37.8,0.0,0,0,0.0,164,57,45,86,33
1171,1,Géovreisset,843,0.0,0,1.0,37.8,0.0,0,0,0.0,43,57,45,86,24
1173,1,Gex,13455,0.0,0,20.0,45.8,0.0,0,0,0.0,95,79,69,112,48
1174,1,Giron,174,0.0,0,0.0,12.0,0.0,0,0,0.0,35,57,45,86,16
1175,1,Gorrevod,782,0.0,0,14.0,13.7,0.0,0,0,0.0,51,57,45,86,32
1177,1,Grand-Corent,186,0.0,0,0.0,19.3,0.0,0,0,0.0,19,57,45,86,18
1179,1,Grièges,1909,0.0,0,9.0,4.0,0.0,0,0,0.0,47,57,45,86,24
1180,1,Grilly,873,0.0,0,1.0,12.9,0.0,0,0,0.0,55,57,45,86,17
1181,1,Groissiat,1216,0.0,0,8.0,37.8,0.0,0,0,0.0,47,57,45,86,32
1183,1,Guéreins,1503,0.0,0,1.0,5.2,0.0,0,0,0.0,52,57,45,86,15
1184,1,Hautecourt-Romanèche,754,0.0,0,6.0,19.3,0.0,0,0,0.0,48,57,45,86,25
1185,1,Plateau d'Hauteville,4790,0.0,0,20.0,65.7,15.45,74,0,0.0,52,198,45,110,210
1187,1,Haut Valromey,603,0.0,0,7.0,11.1,0.0,0,0,0.0,251,57,45,86,191
1188,1,Illiat,696,0.0,0,2.0,5.2,0.0,0,0,0.0,43,57,45,86,16
1189,1,Injoux-Génissiat,1123,0.0,0,9.0,12.0,0.0,0,0,0.0,47,57,45,86,26
1190,1,Innimond,92,0.0,0,0.0,17.1,0.0,0,0,0.0,37,57,45,86,17
1191,1,Izenave,159,0.0,0,0.0,37.8,0.0,0,0,0.0,21,57,45,86,23
1192,1,Izernore,2262,0.0,0,26.0,37.8,0.0,0,0,0.0,49,57,45,86,52
1193,1,Izieu,223,0.0,0,0.0,11.1,0.0,0,0,0.0,42,57,45,86,16
1194,1,Jassans-Riottier,6315,0.0,0,27.0,43.6,0.0,0,0,0.0,53,57,45,86,55
1195,1,Jasseron,1900,0.0,0,11.0,19.3,0.0,0,0,0.0,81,57,45,86,30
1196,1,Jayat,1276,0.0,0,14.0,19.3,0.0,0,0,0.0,49,57,45,86,34
1197,1,Journans,384,0.0,0,8.0,19.3,0.0,0,0,0.0,41,57,45,86,27
1198,1,Joyeux,262,0.0,0,9.0,17.1,0.0,0,0,0.0,34,57,45,86,27
1199,1,Jujurieux,2209,0.0,0,14.0,14.3,0.0,0,0,0.0,124,101,45,139,32
1200,1,Labalme,207,0.0,0,4.0,14.3,0.0,0,0,0.0,46,57,45,86,21
1202,1,Lagnieu,7321,0.0,0,20.0,73.7,0.0,0,0,0.0,56,57,45,86,56
1203,1,Laiz,1292,0.0,0,16.0,4.1,0.0,0,0,0.0,46,57,45,86,31
1204,1,Le Poizat-Lalleyriat,740,0.0,0,7.0,37.8,0.0,0,0,0.0,44,57,45,86,31
1206,1,Lantenay,265,0.0,0,0.0,37.8,0.0,0,0,0.0,37,57,45,86,23
1207,1,Lapeyrouse,337,0.0,0,0.0,0.2,0.0,0,0,0.0,32,57,45,86,12
1208,1,Lavours,138,0.0,0,0.0,11.1,0.0,0,0,0.0,40,57,45,86,16
1209,1,Léaz,887,0.0,0,16.0,12.9,0.0,0,0,0.0,189,57,45,86,34
1210,1,Lélex,236,0.0,0,23.0,12.9,0.0,0,0,0.0,34,57,45,86,42
1211,1,Lent,1459,0.0,0,16.0,19.3,0.0,0,0,0.0,52,57,45,86,36
1212,1,Lescheroux,720,0.0,0,3.0,19.3,0.0,0,0,0.0,40,57,45,86,21
1213,1,Leyment,1417,0.0,0,10.0,17.1,0.0,0,0,0.0,139,126,45,86,28
1214,1,Leyssard,163,0.0,0,3.0,37.8,0.0,0,0,0.0,25,57,45,86,27
1215,1,Surjoux-Lhopital,140,0.0,0,0.0,12.0,0.0,0,0,0.0,45,57,45,86,16
1216,1,Lhuis,891,0.0,0,6.0,17.1,0.0,0,0,0.0,55,57,45,86,24
1219,1,Lompnas,162,0.0,0,0.0,17.1,0.0,0,0,0.0,36,57,45,86,17
1224,1,Loyettes,3468,0.0,0,10.0,30.5,0.0,0,0,0.0,164,85,91,120,32
1225,1,Lurcy,404,0.0,0,2.0,5.2,0.0,0,0,0.0,43,57,45,86,16
1227,1,Magnieu,651,0.0,0,0.0,11.1,0.0,0,0,0.0,41,57,45,86,16
1228,1,Maillat,693,0.0,0,6.0,37.8,0.0,0,0,0.0,43,57,45,86,30
1229,1,Malafretaz,1235,0.0,0,12.0,19.3,0.0,0,0,0.0,51,57,45,86,31
1230,1,Mantenay-Montlin,320,0.0,0,8.0,19.3,0.0,0,0,0.0,42,57,45,86,27
1231,1,Manziat,1985,0.0,0,1.0,13.7,0.0,0,0,0.0,52,57,45,86,18
1232,1,Marboz,2262,0.0,0,5.0,19.3,0.0,0,0,0.0,50,57,45,86,24
1233,1,Marchamp,135,0.0,0,0.0,17.1,0.0,0,0,0.0,46,57,45,86,17
1234,1,Marignieu,164,0.0,0,0.0,11.1,0.0,0,0,0.0,21,57,45,86,16
1235,1,Marlieux,1186,0.0,0,16.0,0.2,0.0,0,0,0.0,58,57,45,86,30
1236,1,Marsonnas,1034,0.0,0,4.0,19.3,0.0,0,0,0.0,46,57,45,86,22
1237,1,Martignat,1667,0.0,0,22.0,37.8,0.0,0,0,0.0,49,57,45,86,48
1238,1,Massieux,2733,0.0,0,12.0,15.8,0.0,0,0,0.0,119,93,103,86,30
1239,1,Massignieu-de-Rives,653,0.0,0,0.0,11.1,0.0,0,0,0.0,48,57,45,86,16
1240,1,Matafelon-Granges,630,0.0,0,2.0,37.8,0.0,0,0,0.0,40,57,45,86,26
1241,1,Meillonnas,1383,0.0,0,12.0,19.3,0.0,0,0,0.0,47,57,45,86,31
1242,1,Mérignat,133,0.0,0,8.0,14.3,0.0,0,0,0.0,28,57,45,86,25
1243,1,Messimy-sur-Saône,1312,0.0,0,2.0,5.2,0.0,0,0,0.0,58,57,45,86,16
1244,1,Meximieux,8198,0.0,0,23.0,20.0,0.0,0,1,12.2,110,69,181,115,44
1245,1,Bohas-Meyriat-Rignat,951,0.0,0,1.0,19.3,0.0,0,0,0.0,46,57,45,86,19
1246,1,Mézériat,2179,0.0,0,15.0,4.1,0.0,0,0,0.0,45,57,45,86,30
1247,1,Mijoux,297,0.0,0,18.0,12.9,0.0,0,0,0.0,463,57,45,86,36
1248,1,Mionnay,2309,0.0,0,21.0,0.2,0.0,0,0,0.0,82,57,45,86,36
1249,1,Miribel,10450,0.0,0,18.0,70.6,36.36,380,1,9.57,114,360,137,108,421
1250,1,Misérieux,2010,0.0,0,8.0,15.8,0.0,0,0,0.0,45,57,45,86,26
1252,1,Mogneneins,824,0.0,0,0.0,5.2,0.0,0,0,0.0,41,57,45,86,14
1254,1,Montagnat,2164,0.0,0,10.0,19.3,0.0,0,0,0.0,57,57,45,86,29
1255,1,Montagnieu,684,0.0,0,4.0,17.1,0.0,0,0,0.0,45,57,45,86,22
1257,1,Montanges,348,0.0,0,3.0,12.0,0.0,0,0,0.0,34,57,45,86,19
1258,1,Montceaux,1202,0.0,0,7.0,5.2,0.0,0,0,0.0,47,57,45,86,22
1259,1,Montcet,715,0.0,0,9.0,19.3,0.0,0,0,0.0,33,57,45,86,28
1260,1,Le Montellier,329,0.0,0,0.0,17.1,0.0,0,0,0.0,39,57,45,86,17
1261,1,Monthieux,673,0.0,0,8.0,0.2,0.0,0,0,0.0,48,57,45,86,21
1262,1,Montluel,6879,19.26,1,23.0,43.1,0.0,0,3,43.61,135,76,424,126,89
1263,1,Montmerle-sur-Saône,3798,0.0,0,6.0,13.0,0.0,0,0,0.0,57,57,45,86,23
1264,1,Montracol,1008,0.0,0,10.0,19.3,0.0,0,0,0.0,44,57,45,86,29
1265,1,Montréal-la-Cluse,3584,0.0,0,38.0,58.4,0.0,0,1,27.9,125,111,268,86,71
1266,1,Montrevel-en-Bresse,2661,0.0,0,27.0,19.3,0.0,0,0,0.0,55,57,45,86,48
1267,1,Nurieux-Volognat,973,0.0,0,12.0,37.8,0.0,0,0,0.0,48,57,45,86,37
1268,1,Murs-et-Gélignieux,239,0.0,0,4.0,11.1,0.0,0,0,0.0,43,57,45,86,20
1269,1,Nantua,3431,0.0,0,32.0,85.8,0.0,0,2,58.29,253,114,511,120,102
1272,1,Neuville-les-Dames,1540,0.0,0,7.0,0.2,0.0,0,0,0.0,46,57,45,86,20
1273,1,Neuville-sur-Ain,1798,0.0,0,6.0,14.3,0.0,0,0,0.0,59,57,45,86,23
1274,1,Les Neyrolles,623,0.0,0,23.0,37.8,0.0,0,0,0.0,49,57,45,86,49
1275,1,Neyron,2479,0.0,0,11.0,32.2,0.0,0,0,0.0,101,57,45,86,34
1276,1,Niévroz,1648,0.0,0,0.0,13.6,0.0,0,0,0.0,49,57,45,86,16
1277,1,Nivollet-Montgriffon,119,0.0,0,0.0,17.1,0.0,0,0,0.0,22,57,45,86,17
1279,1,Oncieu,72,0.0,0,0.0,17.1,0.0,0,0,0.0,26,57,45,86,17
1280,1,Ordonnaz,146,0.0,0,0.0,17.1,0.0,0,0,0.0,20,57,45,86,17
1281,1,Ornex,4903,0.0,0,25.0,27.5,0.0,0,0,0.0,63,57,45,86,48
1282,1,Outriaz,258,0.0,0,4.0,37.8,0.0,0,0,0.0,31,57,45,86,28
1283,1,Oyonnax,22378,23.56,1,45.0,69.1,7.37,165,5,22.34,204,164,268,140,205
1284,1,Ozan,721,0.0,0,9.0,13.7,0.0,0,0,0.0,46,57,45,86,26
1285,1,Parcieux,1317,0.0,0,2.0,15.8,0.0,0,0,0.0,46,57,45,86,19
1286,1,Parves et Nattages,943,0.0,0,0.0,11.1,0.0,0,0,0.0,42,57,45,86,16
1288,1,Péron,2900,0.0,0,6.0,12.9,0.0,0,0,0.0,58,57,45,86,23
1289,1,Péronnas,6437,0.0,0,21.0,40.8,13.2,85,0,0.0,84,160,45,86,181
1290,1,Pérouges,1382,0.0,0,8.0,17.1,0.0,0,0,0.0,64,57,45,86,26
1291,1,Perrex,861,0.0,0,5.0,4.0,0.0,0,0,0.0,49,57,45,86,19
1293,1,Peyriat,150,0.0,0,0.0,37.8,0.0,0,0,0.0,13,57,45,86,23
1294,1,Peyrieu,918,0.0,0,7.0,11.1,0.0,0,0,0.0,46,57,45,86,23
1295,1,Peyzieux-sur-Saône,656,0.0,0,0.0,5.2,0.0,0,0,0.0,46,57,45,86,14
1296,1,Pirajoux,400,0.0,0,3.0,19.3,0.0,0,0,0.0,37,57,45,86,21
1297,1,Pizay,922,0.0,0,7.0,13.6,0.0,0,0,0.0,42,57,45,86,24
1298,1,Plagne,166,0.0,0,0.0,12.0,0.0,0,0,0.0,26,57,45,86,16
1299,1,Le Plantay,569,0.0,0,6.0,0.2,0.0,0,0,0.0,255,229,45,86,19
1301,1,Polliat,2694,0.0,0,9.0,19.3,0.0,0,0,0.0,75,57,45,86,28
1302,1,Pollieu,167,0.0,0,0.0,11.1,0.0,0,0,0.0,28,57,45,86,16
1303,1,Poncin,1766,0.0,0,20.0,23.1,0.0,0,0,0.0,71,57,45,86,41
1304,1,Pont-d'Ain,2862,0.0,0,11.0,14.3,0.0,0,0,0.0,96,57,45,86,29
1305,1,Pont-de-Vaux,2184,0.0,0,14.0,13.7,0.0,0,0,0.0,125,57,45,86,32
1306,1,Pont-de-Veyle,1600,0.0,0,20.0,4.0,0.0,0,0,0.0,65,57,45,86,36
1307,1,Port,843,0.0,0,28.0,37.8,0.0,0,0,0.0,60,57,45,86,54
1308,1,Pougny,792,0.0,0,12.0,12.9,0.0,0,0,0.0,49,57,45,86,29
1309,1,Pouillat,79,0.0,0,0.0,19.3,0.0,0,0,0.0,34,57,45,86,18
1310,1,Prémeyzel,245,0.0,0,0.0,11.1,0.0,0,0,0.0,41,57,45,86,16
1311,1,Prémillieu,47,0.0,0,0.0,37.8,0.0,0,0,0.0,22,57,45,86,23
1313,1,Prévessin-Moëns,9081,0.0,0,19.0,32.2,0.0,0,0,0.0,86,57,45,86,43
1314,1,Priay,1803,0.0,0,5.0,14.3,0.0,0,0,0.0,53,57,45,86,22
1317,1,Ramasse,332,0.0,0,0.0,19.3,0.0,0,0,0.0,404,57,45,86,18
1318,1,Rancé,760,0.0,0,0.0,15.8,0.0,0,0,0.0,43,57,45,86,17
1319,1,Relevant,467,0.0,0,2.0,0.2,0.0,0,0,0.0,42,57,45,86,15
1320,1,Replonges,3929,0.0,0,7.0,23.8,0.0,0,0,0.0,74,57,86,116,27
1321,1,Revonnas,905,0.0,0,7.0,19.3,0.0,0,0,0.0,44,57,45,86,26
1322,1,Reyrieux,5228,0.0,0,12.0,94.4,0.0,0,0,0.0,80,57,45,86,53
