COG,departement,commune,population,Pop_in_QPV_pct,Total_QPV,logements_sociaux_pct,Subventions_parHab,places_migrants_p1k,Total_places_migrants,Number_of_Mosques,Mosque_p100k,Insécurité_Score,Immigration_Score,Islamisation_Score,Défrancisation_Score,Wokisme_Score
2B214,2B,Piano,18,0.0,0,0.0,4.6,0.0,0,0,0.0,38,22,22,3,4
2B216,2B,Piazzali,19,0.0,0,0.0,7.2,0.0,0,0,0.0,31,22,22,3,5
2B217,2B,Piazzole,50,0.0,0,0.0,4.6,0.0,0,0,0.0,31,22,22,3,4
2B218,2B,Piedicorte-di-Gaggio,109,0.0,0,0.0,7.6,0.0,0,0,0.0,44,22,22,3,5
2B219,2B,Piedicroce,80,0.0,0,0.0,4.6,0.0,0,0,0.0,45,22,22,3,4
2B220,2B,Piedigriggio,153,0.0,0,0.0,3.8,0.0,0,0,0.0,52,22,22,3,4
2B221,2B,Piedipartino,17,0.0,0,0.0,4.6,0.0,0,0,0.0,24,22,22,3,4
2B222,2B,Pie-d'Orezza,37,0.0,0,0.0,4.6,0.0,0,0,0.0,32,22,22,3,4
2B223,2B,Pietralba,503,0.0,0,0.0,14.0,0.0,0,0,0.0,47,22,22,3,7
2B224,2B,Pietracorbara,656,0.0,0,0.0,36.7,0.0,0,0,0.0,59,22,22,3,13
2B225,2B,Pietra-di-Verde,101,0.0,0,0.0,7.6,0.0,0,0,0.0,46,22,22,3,5
2B226,2B,Pietraserena,58,0.0,0,0.0,7.6,0.0,0,0,0.0,31,22,22,3,5
2B227,2B,Pietricaggio,32,0.0,0,0.0,7.2,0.0,0,0,0.0,24,22,22,3,5
2B229,2B,Pietroso,350,0.0,0,0.0,0.0,0.0,0,0,0.0,55,22,22,3,3
2B230,2B,Piève,116,0.0,0,0.0,6.0,0.0,0,0,0.0,39,22,22,3,5
2B231,2B,Pigna,122,0.0,0,0.0,14.0,0.0,0,0,0.0,49,22,22,3,7
2B233,2B,Pino,154,0.0,0,0.0,36.7,0.0,0,0,0.0,51,22,22,3,13
2B234,2B,Piobetta,18,0.0,0,0.0,7.2,0.0,0,0,0.0,31,22,22,3,5
2B235,2B,Pioggiola,86,0.0,0,0.0,14.0,0.0,0,0,0.0,32,22,22,3,7
2B236,2B,Poggio-di-Nazza,186,0.0,0,0.0,0.0,0.0,0,0,0.0,44,22,22,3,3
2B238,2B,Poggio-di-Venaco,210,0.0,0,0.0,17.3,0.0,0,0,0.0,40,22,22,3,8
2B239,2B,Poggio-d'Oletta,216,0.0,0,0.0,6.0,0.0,0,0,0.0,37,22,22,3,5
2B241,2B,Poggio-Marinaccio,35,0.0,0,0.0,4.6,0.0,0,0,0.0,31,22,22,3,4
2B242,2B,Poggio-Mezzana,823,0.0,0,0.0,7.2,0.0,0,0,0.0,61,22,22,3,5
2B243,2B,Polveroso,35,0.0,0,0.0,4.6,0.0,0,0,0.0,28,22,22,3,4
2B244,2B,Popolasca,42,0.0,0,0.0,3.8,0.0,0,0,0.0,31,22,22,3,4
2B245,2B,Porri,44,0.0,0,0.0,4.6,0.0,0,0,0.0,45,22,22,3,4
2B246,2B,La Porta,191,0.0,0,0.0,4.6,0.0,0,0,0.0,44,22,22,3,4
2B248,2B,Prato-di-Giovellina,51,0.0,0,0.0,3.8,0.0,0,0,0.0,38,22,22,3,4
2B250,2B,Prunelli-di-Casacconi,149,0.0,0,0.0,4.6,0.0,0,0,0.0,45,22,22,3,4
2B251,2B,Prunelli-di-Fiumorbo,3736,0.0,0,6.0,33.8,0.0,0,0,0.0,95,48,22,35,19
2B252,2B,Pruno,176,0.0,0,0.0,4.6,0.0,0,0,0.0,53,22,22,3,4
2B255,2B,Quercitello,46,0.0,0,0.0,4.6,0.0,0,0,0.0,40,22,22,3,4
2B256,2B,Rapaggio,31,0.0,0,0.0,4.6,0.0,0,0,0.0,24,22,22,3,4
2B257,2B,Rapale,162,0.0,0,0.0,6.0,0.0,0,0,0.0,46,22,22,3,5
2B260,2B,Riventosa,150,0.0,0,0.0,17.3,0.0,0,0,0.0,39,22,22,3,8
2B261,2B,Rogliano,540,0.0,0,6.0,36.7,0.0,0,0,0.0,57,22,22,3,20
2B263,2B,Rospigliani,70,0.0,0,0.0,17.3,0.0,0,0,0.0,43,22,22,3,8
2B264,2B,Rusio,63,0.0,0,0.0,3.8,0.0,0,0,0.0,24,22,22,3,4
2B265,2B,Rutali,519,0.0,0,0.0,6.0,0.0,0,0,0.0,40,22,22,3,5
2B267,2B,Saliceto,46,0.0,0,0.0,3.8,0.0,0,0,0.0,39,22,22,3,4
2B273,2B,Scata,42,0.0,0,0.0,4.6,0.0,0,0,0.0,39,22,22,3,4
2B274,2B,Scolca,84,0.0,0,0.0,18.6,0.0,0,0,0.0,31,22,22,3,8
2B275,2B,Sermano,76,0.0,0,0.0,3.8,0.0,0,0,0.0,31,22,22,3,4
2B277,2B,Serra-di-Fiumorbo,349,0.0,0,0.0,0.0,0.0,0,0,0.0,49,22,22,3,3
2B280,2B,Silvareccio,100,0.0,0,0.0,4.6,0.0,0,0,0.0,50,22,22,3,4
2B281,2B,Sisco,1172,0.0,0,0.0,41.8,0.0,0,0,0.0,2402,1606,1933,1929,187
2B283,2B,Solaro,734,0.0,0,0.0,0.0,0.0,0,0,0.0,59,22,22,3,3
2B286,2B,Sorbo-Ocagnano,901,0.0,0,0.0,4.6,0.0,0,0,0.0,65,22,22,3,4
2B287,2B,Sorio,129,0.0,0,0.0,6.0,0.0,0,0,0.0,37,22,22,3,5
2B289,2B,Soveria,112,0.0,0,0.0,3.8,0.0,0,0,0.0,39,22,22,3,4
2B290,2B,Speloncato,261,0.0,0,0.0,14.0,0.0,0,0,0.0,43,22,22,3,7
2B291,2B,Stazzona,34,0.0,0,0.0,4.6,0.0,0,0,0.0,30,22,22,3,4
2B292,2B,Sant'Andréa-di-Bozio,56,0.0,0,0.0,3.8,0.0,0,0,0.0,40,22,22,3,4
2B293,2B,Sant'Andréa-di-Cotone,197,0.0,0,0.0,7.2,0.0,0,0,0.0,38,22,22,3,5
2B296,2B,Sant'Antonino,132,0.0,0,0.0,0.0,0.0,0,0,0.0,37,22,22,3,3
2B297,2B,San-Damiano,54,0.0,0,0.0,4.6,0.0,0,0,0.0,24,22,22,3,4
2B298,2B,Saint-Florent,1685,0.0,0,10.0,6.0,0.0,0,0,0.0,84,22,22,3,16
2B299,2B,San-Gavino-d'Ampugnani,104,0.0,0,0.0,4.6,0.0,0,0,0.0,40,22,22,3,4
2B301,2B,San-Gavino-di-Tenda,58,0.0,0,0.0,6.1,0.0,0,0,0.0,31,22,22,3,5
2B302,2B,San-Giovanni-di-Moriani,97,0.0,0,0.0,7.2,0.0,0,0,0.0,43,22,22,3,5
2B303,2B,San-Giuliano,787,0.0,0,0.0,7.2,0.0,0,0,0.0,60,22,22,3,5
2B304,2B,San-Lorenzo,139,0.0,0,0.0,3.8,0.0,0,0,0.0,26,22,22,3,4
2B305,2B,San-Martino-di-Lota,2996,0.0,0,3.0,15.0,0.0,0,0,0.0,59,22,22,3,11
2B306,2B,Santa-Lucia-di-Mercurio,116,0.0,0,0.0,3.8,0.0,0,0,0.0,37,22,22,3,4
2B307,2B,Santa-Lucia-di-Moriani,1517,0.0,0,7.0,7.2,0.0,0,0,0.0,65,22,22,3,13
2B309,2B,Santa-Maria-di-Lota,1970,0.0,0,0.0,15.0,0.0,0,0,0.0,61,22,22,3,7
2B311,2B,Santa-Maria-Poggio,798,0.0,0,6.0,7.2,0.0,0,0,0.0,72,22,22,3,12
2B313,2B,San-Nicolao,2048,0.0,0,13.0,14.5,0.0,0,0,0.0,200,117,100,3,21
2B314,2B,Santo-Pietro-di-Tenda,339,0.0,0,0.0,6.0,0.0,0,0,0.0,80,22,22,3,5
2B315,2B,Santo-Pietro-di-Venaco,298,0.0,0,0.0,17.3,0.0,0,0,0.0,52,22,22,3,8
2B316,2B,Santa-Reparata-di-Balagna,999,0.0,0,6.0,26.5,0.0,0,0,0.0,63,22,22,3,17
2B317,2B,Santa-Reparata-di-Moriani,56,0.0,0,0.0,7.2,0.0,0,0,0.0,33,22,22,3,5
2B318,2B,Taglio-Isolaccio,609,0.0,0,0.0,7.2,0.0,0,0,0.0,58,22,22,3,5
2B319,2B,Talasani,842,0.0,0,0.0,7.2,0.0,0,0,0.0,55,22,22,3,5
2B320,2B,Tallone,281,0.0,0,0.0,7.6,0.0,0,0,0.0,56,22,22,3,5
2B321,2B,Tarrano,16,0.0,0,0.0,7.2,0.0,0,0,0.0,43,22,22,3,5
2B327,2B,Tomino,179,0.0,0,0.0,36.7,0.0,0,0,0.0,50,22,22,3,13
2B328,2B,Tox,99,0.0,0,0.0,7.6,0.0,0,0,0.0,39,22,22,3,5
2B329,2B,Tralonca,115,0.0,0,0.0,3.8,0.0,0,0,0.0,32,22,22,3,4
2B332,2B,Urtaca,259,0.0,0,0.0,14.0,0.0,0,0,0.0,45,22,22,3,7
2B333,2B,Vallecalle,163,0.0,0,0.0,6.0,0.0,0,0,0.0,44,22,22,3,5
2B334,2B,Valle-d'Alesani,118,0.0,0,0.0,7.2,0.0,0,0,0.0,39,22,22,3,5
2B335,2B,Valle-di-Campoloro,341,0.0,0,0.0,7.2,0.0,0,0,0.0,56,22,22,3,5
2B337,2B,Valle-di-Rostino,168,0.0,0,0.0,3.8,0.0,0,0,0.0,46,22,22,3,4
2B338,2B,Valle-d'Orezza,26,0.0,0,0.0,4.6,0.0,0,0,0.0,24,22,22,3,4
2B339,2B,Vallica,28,0.0,0,0.0,14.0,0.0,0,0,0.0,31,22,22,3,7
2B340,2B,Velone-Orneto,105,0.0,0,0.0,7.2,0.0,0,0,0.0,39,22,22,3,5
2B341,2B,Venaco,643,0.0,0,0.0,17.3,0.0,0,0,0.0,59,22,22,3,8
2B342,2B,Ventiseri,2593,0.0,0,13.0,9.3,0.0,0,0,0.0,59,22,22,3,20
2B343,2B,Venzolasca,1840,0.0,0,0.0,4.6,0.0,0,0,0.0,62,22,22,3,4
2B344,2B,Verdèse,43,0.0,0,0.0,4.6,0.0,0,0,0.0,34,22,22,3,4
2B346,2B,Vescovato,3393,0.0,0,25.0,4.6,0.0,0,0,0.0,59,22,22,3,32
2B347,2B,Vezzani,269,0.0,0,0.0,0.0,0.0,0,0,0.0,51,22,22,3,3
2B350,2B,Vignale,221,0.0,0,0.0,18.6,0.0,0,0,0.0,57,22,22,3,8
2B352,2B,Ville-di-Paraso,206,0.0,0,0.0,14.0,0.0,0,0,0.0,40,22,22,3,7
2B353,2B,Ville-di-Pietrabugno,3187,0.0,0,0.0,15.0,0.0,0,0,0.0,66,22,22,3,7
2B354,2B,Vivario,429,0.0,0,11.0,17.3,0.0,0,0,0.0,60,22,22,3,20
2B355,2B,Volpajola,382,0.0,0,0.0,4.6,0.0,0,0,0.0,55,22,22,3,4
2B356,2B,Zalana,151,0.0,0,0.0,7.6,0.0,0,0,0.0,30,22,22,3,5
2B361,2B,Zilia,314,0.0,0,0.0,0.0,0.0,0,0,0.0,50,22,22,3,3
2B364,2B,Zuani,37,0.0,0,0.0,7.6,0.0,0,0,0.0,31,22,22,3,5
2B365,2B,San-Gavino-di-Fiumorbo,100,0.0,0,0.0,0.0,0.0,0,0,0.0,31,22,22,3,3
2B366,2B,Chisa,106,0.0,0,0.0,0.0,0.0,0,0,0.0,41,22,22,3,3
30001,30,Aigaliers,534,0.0,0,0.0,7.7,0.0,0,0,0.0,47,62,61,95,14
30002,30,Aigremont,777,0.0,0,0.0,2.1,0.0,0,0,0.0,45,62,61,95,13
30003,30,Aigues-Mortes,8707,0.0,0,11.0,25.8,0.0,0,0,0.0,142,85,80,136,32
30004,30,Aigues-Vives,3340,0.0,0,4.0,18.9,0.0,0,0,0.0,64,62,61,95,22
30005,30,Aiguèze,212,0.0,0,0.0,14.6,0.0,0,0,0.0,43,62,61,95,16
30006,30,Aimargues,5806,0.0,0,6.0,14.5,0.0,0,0,0.0,108,79,61,116,40
30007,30,Alès,45025,32.94,1,30.0,77.2,4.66,210,2,4.44,316,170,203,169,193
30008,30,Allègre-les-Fumades,1013,0.0,0,0.0,40.6,0.0,0,0,0.0,53,62,61,95,24
30009,30,Alzon,184,0.0,0,0.0,16.1,0.0,0,0,0.0,39,62,61,95,17
30010,30,Anduze,3322,33.96,1,6.0,31.3,0.0,0,0,0.0,255,96,116,136,96
30011,30,Les Angles,8694,0.0,0,10.0,34.4,0.0,0,0,0.0,84,74,80,95,33
30012,30,Aramon,4082,0.0,0,19.0,41.0,0.0,0,0,0.0,128,62,61,95,45
30013,30,Argilliers,441,0.0,0,0.0,7.7,0.0,0,0,0.0,53,62,61,95,14
30014,30,Arpaillargues-et-Aureillac,1048,0.0,0,0.0,7.7,0.0,0,0,0.0,52,62,61,95,14
30015,30,Arphy,138,0.0,0,0.0,16.1,0.0,0,0,0.0,29,62,61,95,17
30016,30,Arre,258,0.0,0,9.0,16.1,0.0,0,0,0.0,50,62,61,95,27
30017,30,Arrigas,214,0.0,0,0.0,16.1,0.0,0,0,0.0,32,62,61,95,17
30018,30,Aspères,553,0.0,0,0.0,74.4,0.0,0,0,0.0,47,62,61,95,33
30019,30,Aubais,2938,0.0,0,2.0,5.8,0.0,0,0,0.0,51,62,61,95,16
30020,30,Aubord,2296,0.0,0,3.0,32.5,0.0,0,0,0.0,55,62,61,95,25
30021,30,Aubussargues,326,0.0,0,0.0,7.7,0.0,0,0,0.0,47,62,61,95,14
30022,30,Aujac,157,0.0,0,0.0,31.3,0.0,0,0,0.0,43,62,61,95,21
30023,30,Aujargues,769,0.0,0,0.0,77.2,0.0,0,0,0.0,216,62,61,95,34
30024,30,Aulas,445,0.0,0,5.0,16.1,0.0,0,0,0.0,42,62,61,95,22
30025,30,Aumessas,252,0.0,0,0.0,16.1,0.0,0,0,0.0,33,62,61,95,17
30026,30,Avèze,1059,0.0,0,0.0,16.1,0.0,0,0,0.0,174,155,61,208,17
30027,30,Bagard,2595,0.0,0,0.0,31.3,0.0,0,0,0.0,52,62,61,95,21
30028,30,Bagnols-sur-Cèze,18124,24.7,1,32.0,54.6,4.97,90,1,5.52,367,190,207,171,169
30029,30,Barjac,1606,0.0,0,9.0,40.6,0.0,0,0,0.0,61,62,61,95,34
30030,30,Baron,338,0.0,0,0.0,7.7,0.0,0,0,0.0,46,62,61,95,14
30031,30,La Bastide-d'Engras,204,0.0,0,0.0,7.7,0.0,0,0,0.0,39,62,61,95,14
30032,30,Beaucaire,15695,40.94,2,16.0,40.0,0.0,0,2,12.74,257,233,351,439,201
30033,30,Beauvoisin,5823,0.0,0,8.0,23.2,0.0,0,0,0.0,57,62,61,95,28
30034,30,Bellegarde,7929,0.0,0,8.0,45.8,0.0,0,0,0.0,150,87,81,110,34
30035,30,Belvézet,235,0.0,0,0.0,7.7,0.0,0,0,0.0,48,62,61,95,14
30036,30,Bernis,3341,0.0,0,1.0,74.5,0.0,0,0,0.0,57,62,61,95,35
30037,30,Bessèges,2624,0.0,0,20.0,40.6,0.0,0,0,0.0,115,100,122,95,46
30038,30,Bez-et-Esparon,330,0.0,0,0.0,16.1,0.0,0,0,0.0,47,62,61,95,17
30039,30,Bezouce,2341,0.0,0,3.0,3.7,0.0,0,0,0.0,115,62,61,95,16
30040,30,Blandas,133,0.0,0,0.0,16.1,0.0,0,0,0.0,45,62,61,95,17
30041,30,Blauzac,1228,0.0,0,2.0,7.7,0.0,0,0,0.0,52,62,61,95,16
30042,30,Boisset-et-Gaujac,2621,0.0,0,5.0,31.3,0.0,0,0,0.0,49,62,61,95,27
30043,30,Boissières,595,0.0,0,0.0,3.4,0.0,0,0,0.0,44,62,61,95,13
30044,30,Bonnevaux,77,0.0,0,0.0,31.3,0.0,0,0,0.0,34,62,61,1638,21
30045,30,Bordezac,392,0.0,0,15.0,40.6,0.0,0,0,0.0,45,62,61,95,40
30046,30,Boucoiran-et-Nozières,995,0.0,0,2.0,31.3,0.0,0,0,0.0,49,62,61,95,23
30047,30,Bouillargues,6119,0.0,0,6.0,53.0,0.0,0,0,0.0,94,62,61,115,34
30048,30,Bouquet,197,0.0,0,0.0,7.7,0.0,0,0,0.0,40,62,61,95,14
30049,30,Bourdic,364,0.0,0,0.0,7.7,0.0,0,0,0.0,51,62,61,95,14
30050,30,Bragassargues,168,0.0,0,0.0,2.1,0.0,0,0,0.0,31,62,61,95,13
30051,30,Branoux-les-Taillades,1297,8.87,1,10.0,31.3,0.0,0,0,0.0,160,71,75,106,128
30052,30,Bréau-Mars,679,0.0,0,3.0,16.1,0.0,0,0,0.0,52,62,61,95,20
30053,30,Brignon,713,0.0,0,7.0,31.3,0.0,0,0,0.0,63,62,61,95,29
30054,30,Brouzet-lès-Quissac,299,0.0,0,0.0,2.1,0.0,0,0,0.0,45,62,61,95,13
30055,30,Brouzet-lès-Alès,681,0.0,0,0.0,31.3,0.0,0,0,0.0,51,62,61,95,21
30056,30,La Bruguière,331,0.0,0,0.0,7.7,0.0,0,0,0.0,42,62,61,95,14
30057,30,Cabrières,1781,0.0,0,1.0,3.7,0.0,0,0,0.0,62,62,61,95,14
30058,30,La Cadière-et-Cambo,229,0.0,0,0.0,2.1,0.0,0,0,0.0,52,62,61,95,13
30059,30,Le Cailar,2566,0.0,0,3.0,3.3,0.0,0,0,0.0,109,62,61,142,16
30060,30,Caissargues,4077,0.0,0,11.0,64.2,0.0,0,0,0.0,80,62,61,95,43
30061,30,La Calmette,2572,0.0,0,6.0,3.7,0.0,0,0,0.0,69,62,61,95,20
30062,30,Calvisson,6295,0.0,0,6.0,86.2,0.0,0,0,0.0,60,78,61,95,60
30064,30,Campestre-et-Luc,153,0.0,0,0.0,16.1,0.0,0,0,0.0,42,62,61,95,17
30065,30,Canaules-et-Argentières,477,0.0,0,0.0,7.2,0.0,0,0,0.0,46,62,61,95,14
30066,30,Cannes-et-Clairan,610,0.0,0,3.0,74.4,0.0,0,0,0.0,60,62,61,95,37
30067,30,La Capelle-et-Masmolène,421,0.0,0,0.0,7.7,0.0,0,0,0.0,54,62,61,95,14
30068,30,Cardet,922,0.0,0,0.0,2.1,0.0,0,0,0.0,49,62,61,95,13
30069,30,Carnas,540,0.0,0,0.0,2.1,0.0,0,0,0.0,43,62,61,95,13
30070,30,Carsan,790,0.0,0,1.0,14.6,0.0,0,0,0.0,52,62,61,95,17
30071,30,Cassagnoles,448,0.0,0,0.0,2.1,0.0,0,0,0.0,48,62,61,95,13
30072,30,Castelnau-Valence,482,0.0,0,0.0,31.3,0.0,0,0,0.0,47,62,61,95,21
30073,30,Castillon-du-Gard,1681,0.0,0,0.0,7.7,0.0,0,0,0.0,70,62,61,95,14
30074,30,Causse-Bégon,25,0.0,0,0.0,50.0,0.0,0,0,0.0,28,62,61,95,26
30075,30,Caveirac,4328,0.0,0,8.0,40.6,0.0,0,0,0.0,55,62,61,95,33
30076,30,Cavillargues,847,0.0,0,0.0,14.6,0.0,0,0,0.0,49,62,61,95,16
30077,30,Cendras,1612,0.0,0,42.0,31.3,0.0,0,0,0.0,72,62,61,95,68
30079,30,Chambon,262,0.0,0,0.0,31.3,0.0,0,0,0.0,44,62,61,95,21
30080,30,Chamborigaud,886,0.0,0,0.0,31.3,0.0,0,0,0.0,52,62,61,95,21
30081,30,Chusclan,975,0.0,0,0.0,14.6,0.0,0,0,0.0,55,62,61,95,16
30082,30,Clarensac,4257,0.0,0,6.0,55.4,0.0,0,0,0.0,52,62,61,95,35
30083,30,Codognan,2518,0.0,0,1.0,0.0,0.0,0,0,0.0,59,62,61,95,13
30084,30,Codolet,597,0.0,0,12.0,14.6,0.0,0,0,0.0,472,62,61,95,30
30085,30,Collias,1080,0.0,0,0.0,3.9,0.0,0,0,0.0,258,62,61,95,13
30086,30,Collorgues,670,0.0,0,0.0,7.7,0.0,0,0,0.0,50,62,61,95,14
30087,30,Colognac,202,0.0,0,0.0,2.1,0.0,0,0,0.0,32,62,61,95,13
30088,30,Combas,762,0.0,0,0.0,74.4,0.0,0,0,0.0,54,62,61,95,33
30089,30,Comps,1703,0.0,0,0.0,3.9,0.0,0,0,0.0,60,62,61,95,13
30090,30,Concoules,271,0.0,0,0.0,31.3,0.0,0,0,0.0,45,62,61,95,21
30091,30,Congénies,1628,0.0,0,2.0,81.7,0.0,0,0,0.0,56,62,61,95,38
30092,30,Connaux,1702,0.0,0,1.0,14.6,0.0,0,0,0.0,131,62,61,95,17
30093,30,Conqueyrac,115,0.0,0,0.0,2.1,0.0,0,0,0.0,37,62,61,95,13
30094,30,Corbès,156,0.0,0,0.0,0.0,0.0,0,0,0.0,42,62,61,95,12
30095,30,Corconne,620,0.0,0,0.0,2.1,0.0,0,0,0.0,52,62,61,95,13
30096,30,Cornillon,908,0.0,0,2.0,14.6,0.0,0,0,0.0,50,62,61,95,18
30097,30,Courry,283,0.0,0,0.0,40.6,0.0,0,0,0.0,47,62,61,95,24
30098,30,Crespian,493,0.0,0,0.0,74.4,0.0,0,0,0.0,49,62,61,95,33
30099,30,Cros,256,0.0,0,0.0,2.1,0.0,0,0,0.0,44,62,61,95,13
30100,30,Cruviers-Lascours,703,0.0,0,0.0,31.3,0.0,0,0,0.0,51,62,61,95,21
30101,30,Deaux,644,0.0,0,0.0,31.3,0.0,0,0,0.0,45,62,61,95,21
30102,30,Dions,531,0.0,0,0.0,3.7,0.0,0,0,0.0,289,246,61,95,13
30103,30,Domazan,966,0.0,0,0.0,3.9,0.0,0,0,0.0,54,62,61,95,13
30104,30,Domessargues,750,0.0,0,9.0,3.7,0.0,0,0,0.0,49,62,61,95,23
30105,30,Dourbies,157,0.0,0,0.0,50.0,0.0,0,0,0.0,32,62,61,95,26
30106,30,Durfort-et-Saint-Martin-de-Sossenac,757,0.0,0,0.0,2.1,0.0,0,0,0.0,52,62,61,95,13
30107,30,Estézargues,605,0.0,0,0.0,3.9,0.0,0,0,0.0,68,62,61,95,13
30108,30,L'Estréchure,152,0.0,0,0.0,50.0,0.0,0,0,0.0,43,62,61,95,26
30109,30,Euzet,491,0.0,0,0.0,31.3,0.0,0,0,0.0,48,62,61,95,21
30110,30,Flaux,338,0.0,0,0.0,7.7,0.0,0,0,0.0,43,62,61,95,14
30111,30,Foissac,449,0.0,0,0.0,7.7,0.0,0,0,0.0,52,62,61,95,14
30112,30,Fons,1734,0.0,0,2.0,3.7,0.0,0,0,0.0,55,62,61,95,15
30113,30,Fons-sur-Lussan,228,0.0,0,1.0,7.7,0.0,0,0,0.0,37,62,61,95,15
30114,30,Fontanès,688,0.0,0,0.0,77.2,0.0,0,0,0.0,70,62,61,95,34
30115,30,Fontarèches,255,0.0,0,0.0,7.7,0.0,0,0,0.0,46,62,61,95,14
30116,30,Fournès,1058,0.0,0,0.0,3.9,0.0,0,0,0.0,179,62,61,208,13
30117,30,Fourques,2701,0.0,0,0.0,27.9,0.0,0,0,0.0,115,62,61,95,20
30119,30,Fressac,161,0.0,0,0.0,2.1,0.0,0,0,0.0,33,62,61,95,13
30120,30,Gagnières,1095,0.0,0,5.0,40.6,0.0,0,0,0.0,54,62,61,95,29
30121,30,Gailhan,296,0.0,0,0.0,2.1,0.0,0,0,0.0,47,62,61,95,13
30122,30,Gajan,747,0.0,0,0.0,3.7,0.0,0,0,0.0,50,62,61,95,13
30123,30,Gallargues-le-Montueux,3615,0.0,0,5.0,21.7,0.0,0,0,0.0,124,62,61,95,24
30124,30,Le Garn,255,0.0,0,0.0,14.6,0.0,0,0,0.0,43,62,61,95,16
30125,30,Garons,5244,0.0,0,7.0,9.3,0.0,0,2,38.14,69,62,366,95,22
30126,30,Garrigues-Sainte-Eulalie,762,0.0,0,0.0,7.7,0.0,0,0,0.0,52,62,61,95,14
30127,30,Gaujac,1069,0.0,0,4.0,14.6,0.0,0,0,0.0,53,62,61,95,21
30128,30,Générac,4039,0.0,0,1.0,14.8,0.0,0,0,0.0,89,87,61,95,17
30129,30,Générargues,711,0.0,0,0.0,31.3,0.0,0,0,0.0,75,62,61,95,21
30130,30,Génolhac,820,0.0,0,5.0,35.9,0.0,0,0,0.0,60,62,61,95,28
30131,30,Goudargues,1118,0.0,0,3.0,14.6,0.0,0,0,0.0,55,62,61,95,20
30132,30,La Grand-Combe,4837,65.0,1,45.0,61.6,0.0,0,2,41.35,287,247,662,296,253
30133,30,Le Grau-du-Roi,8513,0.0,0,7.0,179.9,0.0,0,0,0.0,344,108,99,95,72
30134,30,Issirac,320,0.0,0,0.0,14.6,0.0,0,0,0.0,44,62,61,95,16
30135,30,Jonquières-Saint-Vincent,3886,0.0,0,4.0,25.2,0.0,0,0,0.0,60,62,61,95,24
30136,30,Junas,1260,0.0,0,1.0,74.4,0.0,0,0,0.0,56,62,61,95,35
30137,30,Lamelouze,138,0.0,0,3.0,31.3,0.0,0,0,0.0,38,62,61,95,24
30138,30,Langlade,2297,0.0,0,1.0,17.7,0.0,0,0,0.0,55,62,61,95,18
30139,30,Lanuéjols,339,0.0,0,9.0,50.0,0.0,0,0,0.0,40,62,61,95,36
30140,30,Lasalle,1166,0.0,0,6.0,50.0,0.0,0,0,0.0,59,62,61,95,33
30141,30,Laudun-l'Ardoise,6673,0.0,0,13.0,41.0,0.0,0,0,0.0,115,62,61,95,38
30142,30,Laval-Pradel,1088,0.0,0,2.0,31.3,0.0,0,0,0.0,49,62,61,95,23
30143,30,Laval-Saint-Roman,213,0.0,0,0.0,14.6,0.0,0,0,0.0,38,62,61,95,16
30144,30,Lecques,473,0.0,0,0.0,74.4,0.0,0,0,0.0,47,62,61,95,33
30145,30,Lédenon,1676,0.0,0,0.0,3.7,0.0,0,0,0.0,56,62,61,95,13
30146,30,Lédignan,1520,0.0,0,7.0,2.1,0.0,0,1,65.79,65,62,588,95,20
30147,30,Lézan,1580,0.0,0,3.0,31.3,0.0,0,0,0.0,126,62,61,95,24
30148,30,Liouc,330,0.0,0,0.0,2.1,0.0,0,0,0.0,39,62,61,95,13
30149,30,Lirac,938,0.0,0,5.0,14.6,0.0,0,0,0.0,50,62,61,95,22
30150,30,Logrian-Florian,263,0.0,0,0.0,2.1,0.0,0,0,0.0,47,62,61,95,13
30151,30,Lussan,531,0.0,0,1.0,7.7,0.0,0,0,0.0,51,62,61,95,15
30152,30,Les Mages,2107,0.0,0,1.0,31.3,0.0,0,0,0.0,55,62,61,95,22
30153,30,Malons-et-Elze,115,0.0,0,0.0,20.3,0.0,0,0,0.0,37,62,61,95,18
30154,30,Mandagout,370,0.0,0,0.0,16.1,0.0,0,0,0.0,33,62,61,95,17
30155,30,Manduel,7087,0.0,0,8.0,19.6,0.0,0,0,0.0,163,90,106,146,27
30156,30,Marguerittes,8370,0.0,0,6.0,20.7,14.7,123,0,0.0,164,201,61,109,173
30158,30,Martignargues,438,0.0,0,0.0,31.3,0.0,0,0,0.0,47,62,61,95,21
30159,30,Le Martinet,739,0.0,0,9.0,31.3,0.0,0,0,0.0,50,62,61,95,31
30160,30,Maruéjols-lès-Gardon,275,0.0,0,0.0,2.1,0.0,0,0,0.0,52,62,61,95,13
30161,30,Massanes,195,0.0,0,0.0,31.3,0.0,0,0,0.0,48,62,61,95,21
30162,30,Massillargues-Attuech,669,0.0,0,0.0,31.3,0.0,0,0,0.0,248,208,61,95,21
30163,30,Mauressargues,177,0.0,0,0.0,3.7,0.0,0,0,0.0,44,62,61,95,13
30164,30,Méjannes-le-Clap,740,0.0,0,6.0,40.6,0.0,0,0,0.0,47,62,61,95,30
30165,30,Méjannes-lès-Alès,1232,0.0,0,0.0,31.3,0.0,0,0,0.0,55,62,61,95,21
30166,30,Meynes,2576,0.0,0,0.0,3.9,0.0,0,0,0.0,107,62,61,95,13
30167,30,Meyrannes,783,0.0,0,0.0,40.6,0.0,0,0,0.0,54,62,61,95,24
