COG,departement,commune,population,Insécurité_Score,Immigration_Score,Islamisation_Score,Défrancisation_Score,Wokisme_Score,Number_of_Mosques,Mosque_p100k
1001,01,L'Abergement-Clémenciat,859,36,47,18,63,14,0,0.0
1002,01,L'Abergement-de-Varey,273,25,47,18,63,14,0,0.0
1004,01,Ambérieu-en-Bugey,15554,113,79,179,108,14,2,12.86
1005,01,Ambérieux-en-Dombes,1917,43,47,18,63,14,0,0.0
1006,01,Ambléon,114,25,47,18,63,14,0,0.0
1007,01,Ambronay,2828,52,47,18,63,14,0,0.0
1008,01,Ambutrix,764,36,47,18,63,14,0,0.0
1009,01,Andert-et-Condon,335,29,47,18,63,14,0,0.0
1010,01,Anglefort,1150,43,47,18,63,14,0,0.0
1011,01,Apremont,399,35,47,18,63,14,0,0.0
1012,01,Aranc,329,29,47,18,63,14,0,0.0
1013,01,Arandas,140,30,47,18,63,14,0,0.0
1014,01,Arbent,3482,54,47,47,92,14,0,0.0
1015,01,Arboys en Bugey,688,34,47,18,63,14,0,0.0
1016,01,Arbigny,459,31,47,18,63,14,0,0.0
1017,01,Argis,420,32,47,18,63,14,0,0.0
1019,01,Armix,25,4,47,18,63,14,0,0.0
1021,01,Ars-sur-Formans,1513,42,47,18,63,14,0,0.0
1022,01,Artemare,1141,42,47,18,63,14,0,0.0
1023,01,Asnières-sur-Saône,77,20,47,18,63,14,0,0.0
1024,01,Attignat,3372,71,47,18,63,14,0,0.0
1025,01,Bâgé-Dommartin,4057,39,47,18,63,14,0,0.0
1026,01,Bâgé-le-Châtel,987,136,47,18,63,14,0,0.0
1027,01,Balan,2878,35,47,18,63,14,0,0.0
1028,01,Baneins,618,197,47,18,63,14,0,0.0
1029,01,Beaupont,717,37,47,18,63,14,0,0.0
1030,01,Beauregard,826,40,47,18,63,14,0,0.0
1031,01,Bellignat,3581,90,47,18,63,14,0,0.0
1032,01,Béligneux,3484,48,47,18,63,14,0,0.0
1033,01,Valserhône,16162,113,59,458,69,14,7,43.31
1034,01,Belley,9270,79,47,342,63,14,3,32.36
1035,01,Belleydoux,306,32,47,18,63,14,0,0.0
1036,01,Valromey-sur-Séran,1350,36,47,18,63,14,0,0.0
1037,01,Bénonces,311,37,47,18,63,14,0,0.0
1038,01,Bény,769,35,47,18,63,14,0,0.0
1040,01,Béréziat,481,33,47,18,63,14,0,0.0
1041,01,Bettant,762,37,47,18,63,14,0,0.0
1042,01,Bey,290,27,47,18,63,14,0,0.0
1043,01,Beynost,4936,66,47,18,63,14,0,0.0
1044,01,Billiat,669,38,47,18,63,14,0,0.0
1045,01,Birieux,280,27,47,18,63,14,0,0.0
1046,01,Biziat,897,148,47,18,63,14,0,0.0
1047,01,Blyes,1351,38,121,18,137,14,0,0.0
1049,01,La Boisse,3401,43,47,18,63,14,0,0.0
1050,01,Boissey,390,28,47,18,63,14,0,0.0
1051,01,Bolozon,99,19,47,18,63,14,0,0.0
1052,01,Bouligneux,323,29,47,18,63,14,0,0.0
1053,01,Bourg-en-Bresse,42065,199,113,109,89,26,3,7.13
1054,01,Bourg-Saint-Christophe,1540,36,47,18,63,14,0,0.0
1056,01,Boyeux-Saint-Jérôme,362,34,47,18,63,14,0,0.0
1057,01,Boz,509,30,47,18,63,14,0,0.0
1058,01,Brégnier-Cordon,812,37,47,18,63,14,0,0.0
1060,01,Brénod,547,34,47,18,63,14,0,0.0
1061,01,Brens,1117,34,47,18,63,14,0,0.0
1062,01,Bressolles,1003,36,47,18,63,14,0,0.0
1063,01,Brion,591,35,47,18,63,14,0,0.0
1064,01,Briord,1102,41,47,18,63,14,0,0.0
1065,01,Buellas,1884,41,47,18,63,14,0,0.0
1066,01,La Burbanche,97,26,47,18,63,14,0,0.0
1067,01,Ceignes,263,116,47,18,63,14,0,0.0
1068,01,Cerdon,755,37,47,18,63,14,0,0.0
1069,01,Certines,1518,39,47,18,63,14,0,0.0
1071,01,Cessy,5570,47,47,18,63,14,0,0.0
1072,01,Ceyzériat,3306,43,47,18,63,14,0,0.0
1073,01,Ceyzérieu,1028,36,47,18,63,14,0,0.0
1074,01,Chalamont,2544,44,47,18,63,14,0,0.0
1075,01,Chaleins,1436,39,47,18,63,14,0,0.0
1076,01,Chaley,127,28,47,18,63,14,0,0.0
1077,01,Challes-la-Montagne,185,32,47,18,63,14,0,0.0
1078,01,Challex,1628,36,47,18,63,14,0,0.0
1079,01,Champagne-en-Valromey,826,33,47,18,63,14,0,0.0
1080,01,Champdor-Corcelles,655,37,47,18,63,14,0,0.0
1081,01,Champfromier,709,36,47,18,63,14,0,0.0
1082,01,Chanay,595,33,47,18,63,14,0,0.0
1083,01,Chaneins,1041,36,47,18,63,14,0,0.0
1084,01,Chanoz-Châtenay,943,37,47,18,63,14,0,0.0
1085,01,La Chapelle-du-Châtelard,391,34,303,18,63,270,0,0.0
1087,01,Charix,280,30,47,18,63,14,0,0.0
1088,01,Charnoz-sur-Ain,925,39,47,18,63,14,0,0.0
1089,01,Château-Gaillard,2408,39,47,18,63,14,0,0.0
1090,01,Châtenay,358,36,47,18,63,14,0,0.0
1092,01,Châtillon-la-Palud,1675,41,47,18,63,14,0,0.0
1093,01,Châtillon-sur-Chalaronne,5154,97,47,38,82,14,0,0.0
1094,01,Chavannes-sur-Reyssouze,746,32,47,18,63,14,0,0.0
1095,01,Nivigne et Suran,822,36,47,18,63,14,0,0.0
1096,01,Chaveyriat,1057,36,47,18,63,14,0,0.0
1098,01,Chazey-Bons,1165,41,47,18,63,14,0,0.0
1099,01,Chazey-sur-Ain,1613,49,47,18,63,14,0,0.0
1100,01,Cheignieu-la-Balme,130,23,47,18,63,14,0,0.0
1101,01,Chevillard,149,19,47,18,63,14,0,0.0
1102,01,Chevroux,981,35,47,18,63,14,0,0.0
1103,01,Chevry,2301,40,47,18,63,14,0,0.0
1104,01,Chézery-Forens,436,31,47,18,63,14,0,0.0
1105,01,Civrieux,1986,43,47,18,63,14,0,0.0
1106,01,Cize,175,19,47,18,63,14,0,0.0
1107,01,Cleyzieu,144,10,47,18,63,14,0,0.0
1108,01,Coligny,1294,45,47,18,63,14,0,0.0
1109,01,Collonges,2260,41,47,18,63,14,0,0.0
1110,01,Colomieu,164,19,47,18,63,14,0,0.0
1111,01,Conand,136,25,47,18,63,14,0,0.0
1112,01,Condamine,477,34,47,18,63,14,0,0.0
1113,01,Condeissiat,815,37,47,18,63,14,0,0.0
1114,01,Confort,676,38,195,166,211,14,0,0.0
1115,01,Confrançon,1357,38,47,18,63,14,0,0.0
1116,01,Contrevoz,489,35,47,18,63,14,0,0.0
1117,01,Conzieu,148,30,47,18,63,14,0,0.0
1118,01,Corbonod,1315,113,47,18,63,14,0,0.0
1121,01,Corlier,116,27,47,18,63,14,0,0.0
1123,01,Cormoranche-sur-Saône,1165,49,47,18,63,14,0,0.0
1124,01,Cormoz,704,37,47,18,63,14,0,0.0
1125,01,Corveissiat,587,38,47,18,63,14,0,0.0
1127,01,Courmangoux,513,31,47,18,63,14,0,0.0
1128,01,Courtes,293,32,47,18,63,14,0,0.0
1129,01,Crans,316,25,47,18,63,14,0,0.0
1130,01,Bresse Vallons,2393,35,47,18,63,14,0,0.0
1133,01,Cressin-Rochefort,384,20,47,18,63,14,0,0.0
1134,01,Crottet,1844,44,47,18,63,14,0,0.0
1135,01,Crozet,2354,38,47,18,63,14,0,0.0
1136,01,Cruzilles-lès-Mépillat,951,35,47,18,63,14,0,0.0
1138,01,Culoz-Béon,3416,46,47,311,63,14,1,29.27
1139,01,Curciat-Dongalon,462,35,47,18,63,14,0,0.0
1140,01,Curtafond,805,34,47,18,63,14,0,0.0
1141,01,Cuzieu,423,33,47,18,63,14,0,0.0
1142,01,Dagneux,4741,51,47,18,63,14,0,0.0
1143,01,Divonne-les-Bains,10300,74,47,18,63,14,0,0.0
1145,01,Dompierre-sur-Veyle,1225,38,47,18,63,14,0,0.0
1146,01,Dompierre-sur-Chalaronne,453,23,47,18,63,14,0,0.0
1147,01,Domsure,540,36,47,18,63,14,0,0.0
1148,01,Dortan,2013,36,47,18,63,14,0,0.0
1149,01,Douvres,1108,126,47,18,63,14,0,0.0
1150,01,Drom,215,24,47,18,63,14,0,0.0
1151,01,Druillat,1144,128,47,18,63,14,0,0.0
1152,01,Échallon,774,37,47,18,63,14,0,0.0
1153,01,Échenevex,2227,51,47,18,63,14,0,0.0
1155,01,Évosges,143,13,47,18,63,14,0,0.0
1156,01,Faramans,905,35,47,18,63,14,0,0.0
1157,01,Fareins,2524,42,47,18,63,14,0,0.0
1158,01,Farges,1065,41,47,18,63,14,0,0.0
1159,01,Feillens,3388,42,47,18,63,14,0,0.0
1160,01,Ferney-Voltaire,11530,99,47,105,63,14,1,8.67
1162,01,Flaxieu,64,18,47,18,63,14,0,0.0
1163,01,Foissiat,2024,36,47,18,63,14,0,0.0
1165,01,Francheleins,1593,49,47,18,63,14,0,0.0
1166,01,Frans,2547,45,47,18,63,14,0,0.0
1167,01,Garnerans,685,36,47,18,63,14,0,0.0
1169,01,Genouilleux,675,35,47,18,63,14,0,0.0
1170,01,Béard-Géovreissiat,1048,131,47,18,63,14,0,0.0
1171,01,Géovreisset,843,33,47,18,63,14,0,0.0
1173,01,Gex,13455,75,69,33,85,14,0,0.0
1174,01,Giron,174,27,47,18,63,14,0,0.0
1175,01,Gorrevod,782,40,47,18,63,14,0,0.0
1177,01,Grand-Corent,186,15,47,18,63,14,0,0.0
1179,01,Grièges,1909,37,47,18,63,14,0,0.0
1180,01,Grilly,873,43,47,18,63,14,0,0.0
1181,01,Groissiat,1216,37,47,18,63,14,0,0.0
1183,01,Guéreins,1503,40,47,18,63,14,0,0.0
1184,01,Hautecourt-Romanèche,754,38,47,18,63,14,0,0.0
1185,01,Plateau d'Hauteville,4790,41,47,18,63,14,0,0.0
1187,01,Haut Valromey,603,34,47,18,63,14,0,0.0
1188,01,Illiat,696,34,47,18,63,14,0,0.0
1189,01,Injoux-Génissiat,1123,37,47,18,63,14,0,0.0
1190,01,Innimond,92,29,47,18,63,14,0,0.0
1191,01,Izenave,159,16,47,18,63,14,0,0.0
1192,01,Izernore,2262,38,47,18,63,14,0,0.0
1193,01,Izieu,223,32,47,18,63,14,0,0.0
1194,01,Jassans-Riottier,6315,41,47,18,63,14,0,0.0
1195,01,Jasseron,1900,64,47,18,63,14,0,0.0
1196,01,Jayat,1276,38,47,18,63,14,0,0.0
1197,01,Journans,384,32,47,18,63,14,0,0.0
1198,01,Joyeux,262,26,47,18,63,14,0,0.0
1199,01,Jujurieux,2209,98,92,18,108,14,0,0.0
1200,01,Labalme,207,36,47,18,63,14,0,0.0
1202,01,Lagnieu,7321,44,47,18,63,14,0,0.0
1203,01,Laiz,1292,36,47,18,63,14,0,0.0
1204,01,Le Poizat-Lalleyriat,740,35,47,18,63,14,0,0.0
1206,01,Lantenay,265,29,47,18,63,14,0,0.0
1207,01,Lapeyrouse,337,25,47,18,63,14,0,0.0
1208,01,Lavours,138,31,47,18,63,14,0,0.0
1209,01,Léaz,887,151,47,18,63,14,0,0.0
1210,01,Lélex,236,26,47,18,63,14,0,0.0
1211,01,Lent,1459,41,47,18,63,14,0,0.0
1212,01,Lescheroux,720,31,47,18,63,14,0,0.0
1213,01,Leyment,1417,111,117,18,63,14,0,0.0
1214,01,Leyssard,163,19,47,18,63,14,0,0.0
1215,01,Surjoux-Lhopital,140,35,47,18,63,14,0,0.0
1216,01,Lhuis,891,43,47,18,63,14,0,0.0
1219,01,Lompnas,162,28,47,18,63,14,0,0.0
1224,01,Loyettes,3468,130,76,47,92,14,0,0.0
1225,01,Lurcy,404,33,47,18,63,14,0,0.0
1227,01,Magnieu,651,32,47,18,63,14,0,0.0
1228,01,Maillat,693,33,47,18,63,14,0,0.0
1229,01,Malafretaz,1235,40,47,18,63,14,0,0.0
1230,01,Mantenay-Montlin,320,33,47,18,63,14,0,0.0
1231,01,Manziat,1985,41,47,18,63,14,0,0.0
1232,01,Marboz,2262,39,47,18,63,14,0,0.0
1233,01,Marchamp,135,36,47,18,63,14,0,0.0
1234,01,Marignieu,164,16,47,18,63,14,0,0.0
1235,01,Marlieux,1186,46,47,18,63,14,0,0.0
1236,01,Marsonnas,1034,36,47,18,63,14,0,0.0
1237,01,Martignat,1667,39,47,18,63,14,0,0.0
1238,01,Massieux,2733,94,83,55,63,14,0,0.0
1239,01,Massignieu-de-Rives,653,38,47,18,63,14,0,0.0
1240,01,Matafelon-Granges,630,31,47,18,63,14,0,0.0
1241,01,Meillonnas,1383,37,47,18,63,14,0,0.0
1242,01,Mérignat,133,21,47,18,63,14,0,0.0
1243,01,Messimy-sur-Saône,1312,46,47,18,63,14,0,0.0
1244,01,Meximieux,8198,87,59,165,87,14,1,12.2
1245,01,Bohas-Meyriat-Rignat,951,36,47,18,63,14,0,0.0
1246,01,Mézériat,2179,35,47,18,63,14,0,0.0
1247,01,Mijoux,297,370,47,18,63,14,0,0.0
1248,01,Mionnay,2309,64,47,18,63,14,0,0.0
1249,01,Miribel,10450,90,66,124,82,14,1,9.57
1250,01,Misérieux,2010,35,47,18,63,14,0,0.0
1252,01,Mogneneins,824,32,47,18,63,14,0,0.0
1254,01,Montagnat,2164,44,47,18,63,14,0,0.0
1255,01,Montagnieu,684,35,47,18,63,14,0,0.0
1257,01,Montanges,348,26,47,18,63,14,0,0.0
1258,01,Montceaux,1202,37,47,18,63,14,0,0.0
1259,01,Montcet,715,25,47,18,63,14,0,0.0
1260,01,Le Montellier,329,30,47,18,63,14,0,0.0
1261,01,Monthieux,673,38,47,18,63,14,0,0.0
1262,01,Montluel,6879,88,47,600,77,14,4,58.15
1263,01,Montmerle-sur-Saône,3798,45,47,18,63,14,0,0.0
1264,01,Montracol,1008,35,47,18,63,14,0,0.0
1265,01,Montréal-la-Cluse,3584,99,103,297,63,14,1,27.9
1266,01,Montrevel-en-Bresse,2661,43,47,18,63,14,0,0.0
1267,01,Nurieux-Volognat,973,38,47,18,63,14,0,0.0
1268,01,Murs-et-Gélignieux,239,34,47,18,63,14,0,0.0
1269,01,Nantua,3431,201,105,601,92,43,2,58.29
1272,01,Neuville-les-Dames,1540,36,47,18,63,14,0,0.0
1273,01,Neuville-sur-Ain,1798,46,47,18,63,14,0,0.0
1274,01,Les Neyrolles,623,38,47,18,63,14,0,0.0
1275,01,Neyron,2479,80,47,18,63,14,0,0.0
1276,01,Niévroz,1648,38,47,18,63,14,0,0.0
1277,01,Nivollet-Montgriffon,119,17,47,18,63,14,0,0.0
1279,01,Oncieu,72,20,47,18,63,14,0,0.0
1280,01,Ordonnaz,146,15,47,18,63,14,0,0.0
1281,01,Ornex,4903,50,47,18,63,14,0,0.0
1282,01,Outriaz,258,24,47,18,63,14,0,0.0
1283,01,Oyonnax,22378,139,69,246,81,14,5,22.34
1284,01,Ozan,721,36,47,18,63,14,0,0.0
1285,01,Parcieux,1317,36,47,18,63,14,0,0.0
1286,01,Parves et Nattages,943,33,47,18,63,14,0,0.0
1288,01,Péron,2900,45,47,18,63,14,0,0.0
1289,01,Péronnas,6437,66,47,18,63,14,0,0.0
1290,01,Pérouges,1382,50,47,18,63,14,0,0.0
1291,01,Perrex,861,38,47,18,63,14,0,0.0
1293,01,Peyriat,150,10,47,18,63,14,0,0.0
1294,01,Peyrieu,918,36,47,18,63,14,0,0.0
1295,01,Peyzieux-sur-Saône,656,36,47,18,63,14,0,0.0
1296,01,Pirajoux,400,29,47,18,63,14,0,0.0
1297,01,Pizay,922,32,47,18,63,14,0,0.0
1298,01,Plagne,166,20,47,18,63,14,0,0.0
1299,01,Le Plantay,569,203,222,18,63,14,0,0.0
1301,01,Polliat,2694,59,47,18,63,14,0,0.0
1302,01,Pollieu,167,21,47,18,63,14,0,0.0
1303,01,Poncin,1766,56,47,18,63,14,0,0.0
1304,01,Pont-d'Ain,2862,76,47,18,63,14,0,0.0
1305,01,Pont-de-Vaux,2184,99,47,18,63,14,0,0.0
1306,01,Pont-de-Veyle,1600,51,47,18,63,14,0,0.0
1307,01,Port,843,47,47,18,63,14,0,0.0
1308,01,Pougny,792,38,47,18,63,14,0,0.0
1309,01,Pouillat,79,26,47,18,63,14,0,0.0
1310,01,Prémeyzel,245,32,47,18,63,14,0,0.0
1311,01,Prémillieu,47,16,47,18,63,14,0,0.0
1313,01,Prévessin-Moëns,9081,68,47,18,63,14,0,0.0
1314,01,Priay,1803,41,47,18,63,14,0,0.0
1317,01,Ramasse,332,323,47,18,63,14,0,0.0
1318,01,Rancé,760,34,47,18,63,14,0,0.0
1319,01,Relevant,467,33,47,18,63,14,0,0.0
1320,01,Replonges,3929,58,47,44,88,14,0,0.0
1321,01,Revonnas,905,34,47,18,63,14,0,0.0
1322,01,Reyrieux,5228,63,47,18,63,14,0,0.0
1323,01,Reyssouze,1003,36,47,18,63,14,0,0.0
1325,01,Rignieux-le-Franc,1131,35,47,18,63,14,0,0.0
1328,01,Romans,628,35,47,18,63,14,0,0.0
1329,01,Rossillon,164,27,47,18,63,14,0,0.0
1330,01,Ruffieu,174,22,47,18,63,14,0,0.0
1331,01,Saint-Alban,195,26,47,18,63,14,0,0.0
1332,01,Saint-André-de-Bâgé,819,62,47,18,63,14,0,0.0
1333,01,Saint-André-de-Corcy,3369,54,47,18,63,14,0,0.0
1334,01,Saint-André-d'Huiriat,671,35,47,18,63,14,0,0.0
1335,01,Saint-André-le-Bouchoux,427,32,47,18,63,14,0,0.0
1336,01,Saint-André-sur-Vieux-Jonc,1216,40,47,18,63,14,0,0.0
1337,01,Saint-Bénigne,1351,40,47,18,63,14,0,0.0
1338,01,Groslée-Saint-Benoit,1232,39,47,18,63,14,0,0.0
1339,01,Saint-Bernard,1544,34,47,18,63,14,0,0.0
1342,01,Sainte-Croix,548,31,47,18,63,14,0,0.0
1343,01,Saint-Cyr-sur-Menthon,1867,47,47,18,63,14,0,0.0
1344,01,Saint-Denis-lès-Bourg,6078,68,63,35,63,14,0,0.0
1345,01,Saint-Denis-en-Bugey,2258,51,47,18,63,14,0,0.0
1346,01,Saint-Didier-d'Aussiat,845,34,47,18,63,14,0,0.0
1347,01,Saint-Didier-de-Formans,2176,49,47,18,63,14,0,0.0
1348,01,Saint-Didier-sur-Chalaronne,2969,48,47,18,63,14,0,0.0
1349,01,Saint-Éloi,524,30,47,18,63,14,0,0.0
1350,01,Saint-Étienne-du-Bois,2569,74,47,18,102,14,0,0.0
1351,01,Saint-Étienne-sur-Chalaronne,1625,40,47,18,63,14,0,0.0
1352,01,Saint-Étienne-sur-Reyssouze,576,35,47,18,63,14,0,0.0
1353,01,Sainte-Euphémie,1741,39,47,18,63,14,0,0.0
1354,01,Saint-Genis-Pouilly,14584,50,47,155,63,14,2,13.71
1355,01,Saint-Genis-sur-Menthon,488,29,47,18,63,14,0,0.0
1356,01,Saint-Georges-sur-Renon,214,24,47,18,63,14,0,0.0
1357,01,Saint-Germain-de-Joux,505,38,47,18,63,14,0,0.0
1358,01,Saint-Germain-les-Paroisses,423,30,47,18,63,14,0,0.0
1359,01,Saint-Germain-sur-Renon,262,30,47,18,63,14,0,0.0
1360,01,Saint-Jean-de-Gonville,2042,36,47,18,63,14,0,0.0
1361,01,Saint-Jean-de-Niost,1862,39,47,18,63,14,0,0.0
1362,01,Saint-Jean-de-Thurigneux,850,155,47,18,63,14,0,0.0
1363,01,Saint-Jean-le-Vieux,1799,39,102,18,119,14,0,0.0
1364,01,Saint-Jean-sur-Reyssouze,764,37,47,18,63,14,0,0.0
1365,01,Saint-Jean-sur-Veyle,1154,37,47,18,63,14,0,0.0
1366,01,Sainte-Julie,1092,39,47,18,63,14,0,0.0
1367,01,Saint-Julien-sur-Reyssouze,687,36,47,18,63,14,0,0.0
1368,01,Saint-Julien-sur-Veyle,853,33,47,18,63,14,0,0.0
1369,01,Saint-Just,953,47,47,18,63,14,0,0.0
1370,01,Saint-Laurent-sur-Saône,1735,56,104,76,63,72,0,0.0
1371,01,Saint-Marcel,1300,41,47,18,63,14,0,0.0
1372,01,Saint-Martin-de-Bavel,431,33,47,18,63,14,0,0.0
1373,01,Saint-Martin-du-Frêne,1027,40,47,18,63,14,0,0.0
1374,01,Saint-Martin-du-Mont,1953,44,47,18,63,14,0,0.0
1375,01,Saint-Martin-le-Châtel,784,32,47,18,63,14,0,0.0
1376,01,Saint-Maurice-de-Beynost,4243,167,70,18,87,14,0,0.0
1378,01,Saint-Maurice-de-Gourdans,2826,40,47,18,63,14,0,0.0
1379,01,Saint-Maurice-de-Rémens,758,36,47,18,63,14,0,0.0
1380,01,Saint-Nizier-le-Bouchoux,589,35,47,18,63,14,0,0.0
1381,01,Saint-Nizier-le-Désert,922,36,47,18,63,14,0,0.0
1382,01,Sainte-Olive,357,29,47,18,63,14,0,0.0
1383,01,Saint-Paul-de-Varax,1637,44,47,18,63,14,0,0.0
1384,01,Saint-Rambert-en-Bugey,2179,45,47,18,63,14,0,0.0
1385,01,Saint-Rémy,922,37,47,18,63,14,0,0.0
1386,01,Saint-Sorlin-en-Bugey,1140,46,47,18,63,14,0,0.0
1387,01,Saint-Sulpice,259,19,47,18,63,14,0,0.0
1388,01,Saint-Trivier-de-Courtes,1122,127,47,18,152,14,0,0.0
1389,01,Saint-Trivier-sur-Moignans,1910,47,47,18,63,14,0,0.0
1390,01,Saint-Vulbas,1229,47,47,18,63,14,0,0.0
1391,01,Salavre,295,368,47,18,63,14,0,0.0
1392,01,Samognat,645,30,47,18,63,14,0,0.0
1393,01,Sandrans,578,36,47,18,63,14,0,0.0
1396,01,Sault-Brénaz,1007,39,47,18,63,14,0,0.0
1397,01,Sauverny,1003,51,47,18,63,14,0,0.0
1398,01,Savigneux,1459,40,47,18,63,14,0,0.0
1399,01,Ségny,2676,41,47,18,63,14,0,0.0
1400,01,Seillonnaz,136,19,47,18,63,14,0,0.0
1401,01,Sergy,2279,37,47,18,63,14,0,0.0
1402,01,Sermoyer,659,35,47,18,63,14,0,0.0
1403,01,Serrières-de-Briord,1329,50,47,18,63,14,0,0.0
1404,01,Serrières-sur-Ain,135,32,47,18,63,14,0,0.0
1405,01,Servas,1287,38,47,18,63,14,0,0.0
1406,01,Servignat,180,24,47,18,63,14,0,0.0
1407,01,Seyssel,997,46,47,18,63,14,0,0.0
1408,01,Simandre-sur-Suran,664,43,47,18,63,14,0,0.0
1410,01,Sonthonnax-la-Montagne,287,23,47,18,63,14,0,0.0
1411,01,Souclin,263,25,47,18,63,14,0,0.0
1412,01,Sulignat,605,33,47,18,63,14,0,0.0
1415,01,Talissieu,514,31,47,18,63,14,0,0.0
1416,01,Tenay,1024,44,47,18,63,14,0,0.0
1418,01,Thil,1208,119,130,18,146,14,0,0.0
1419,01,Thoiry,6356,52,47,18,63,14,0,0.0
1420,01,Thoissey,1644,103,47,18,63,14,0,0.0
1421,01,Torcieu,744,35,47,18,63,14,0,0.0
1422,01,Tossiat,1389,49,47,18,63,14,0,0.0
1423,01,Toussieux,1228,38,47,18,63,14,0,0.0
1424,01,Tramoyes,1845,113,47,18,63,14,0,0.0
1425,01,La Tranclière,288,29,47,18,63,14,0,0.0
1426,01,Val-Revermont,2494,38,47,18,63,14,0,0.0
1427,01,Trévoux,6931,96,61,595,77,14,4,57.71
1428,01,Valeins,131,31,47,18,63,14,0,0.0
1429,01,Vandeins,725,32,47,18,63,14,0,0.0
1430,01,Varambon,664,37,47,18,63,14,0,0.0
1431,01,Vaux-en-Bugey,1218,43,47,18,63,14,0,0.0
1432,01,Verjon,343,26,47,18,63,14,0,0.0
1433,01,Vernoux,296,30,47,18,63,14,0,0.0
1434,01,Versailleux,500,37,47,18,63,14,0,0.0
1435,01,Versonnex,2222,40,47,18,63,14,0,0.0
1436,01,Vesancy,513,33,47,18,63,14,0,0.0
1437,01,Vescours,215,30,47,18,63,14,0,0.0
1439,01,Vésines,97,22,47,18,63,14,0,0.0
1441,01,Vieu-d'Izenave,727,37,47,18,63,14,0,0.0
1443,01,Villars-les-Dombes,5059,80,86,18,102,14,0,0.0
1444,01,Villebois,1200,123,130,102,63,14,0,0.0
1445,01,Villemotier,607,29,47,18,63,14,0,0.0
1446,01,Villeneuve,1603,49,47,18,63,14,0,0.0
1447,01,Villereversure,1391,38,47,18,63,14,0,0.0
1448,01,Villes,390,32,47,18,63,14,0,0.0
1449,01,Villette-sur-Ain,763,35,47,18,63,14,0,0.0
1450,01,Villieu-Loyes-Mollon,3831,62,47,18,63,14,0,0.0
1451,01,Viriat,6955,56,47,306,63,14,2,28.76
1452,01,Virieu-le-Grand,1110,40,47,18,63,14,0,0.0
1453,01,Arvière-en-Valromey,715,32,47,18,63,14,0,0.0
1454,01,Virignin,1122,41,47,18,63,14,0,0.0
1456,01,Vongnes,71,24,47,18,63,14,0,0.0
1457,01,Vonnas,3233,51,47,18,63,14,0,0.0
2001,02,Abbécourt,513,38,41,12,60,18,0,0.0
2002,02,Achery,586,43,41,12,60,18,0,0.0
2003,02,Acy,1013,43,41,12,60,18,0,0.0
2004,02,Agnicourt-et-Séchelles,188,40,41,12,60,18,0,0.0
2005,02,Aguilcourt,405,43,41,12,60,18,0,0.0
2006,02,Aisonville-et-Bernoville,257,33,41,12,60,18,0,0.0
2007,02,Aizelles,119,27,41,12,60,18,0,0.0
2008,02,Aizy-Jouy,308,42,41,12,60,18,0,0.0
2009,02,Alaincourt,522,42,41,12,60,18,0,0.0
2010,02,Allemant,166,29,41,12,60,18,0,0.0
2011,02,Ambleny,1203,128,41,12,60,18,0,0.0
2012,02,Ambrief,81,16,41,12,60,18,0,0.0
2013,02,Amifontaine,386,42,41,12,60,18,0,0.0
2014,02,Amigny-Rouy,710,46,41,12,60,18,0,0.0
2015,02,Ancienville,78,22,41,12,60,18,0,0.0
2016,02,Andelain,211,33,41,12,60,18,0,0.0
2017,02,Anguilcourt-le-Sart,281,37,41,12,60,18,0,0.0
2018,02,Anizy-le-Grand,2510,59,41,12,60,18,0,0.0
2019,02,Annois,352,33,41,12,60,18,0,0.0
2020,02,Any-Martin-Rieux,455,39,41,12,60,18,0,0.0
2021,02,Archon,77,27,41,12,60,18,0,0.0
2022,02,Arcy-Sainte-Restitue,398,38,41,12,60,18,0,0.0
2023,02,Armentières-sur-Ourcq,98,32,41,12,60,18,0,0.0
2024,02,Arrancy,45,13,41,12,60,18,0,0.0
2025,02,Artemps,363,43,41,12,60,18,0,0.0
2027,02,Assis-sur-Serre,203,31,41,12,60,18,0,0.0
2028,02,Athies-sous-Laon,2600,47,41,12,60,18,0,0.0
2029,02,Attilly,345,29,41,12,60,18,0,0.0
2030,02,Aubencheul-aux-Bois,243,21,41,12,60,18,0,0.0
2031,02,Aubenton,659,41,41,12,60,18,0,0.0
2032,02,Aubigny-aux-Kaisnes,239,38,41,12,60,18,0,0.0
2033,02,Aubigny-en-Laonnois,101,20,41,12,60,18,0,0.0
2034,02,Audignicourt,110,27,41,12,60,18,0,0.0
2035,02,Audigny,282,37,41,12,60,18,0,0.0
2036,02,Augy,68,22,41,12,60,18,0,0.0
2037,02,Aulnois-sous-Laon,1366,43,41,12,60,18,0,0.0
2038,02,Les Autels,63,13,41,12,60,18,0,0.0
2039,02,Autremencourt,175,35,41,12,60,18,0,0.0
2040,02,Autreppes,176,40,41,12,60,18,0,0.0
2041,02,Autreville,791,44,41,12,60,18,0,0.0
2042,02,Azy-sur-Marne,370,40,41,12,60,18,0,0.0
2043,02,Bagneux,62,30,41,12,60,18,0,0.0
2044,02,Bancigny,25,19,41,12,60,18,0,0.0
2046,02,Barenton-Bugny,556,44,41,12,60,18,0,0.0
2047,02,Barenton-Cel,108,28,41,12,60,18,0,0.0
2048,02,Barenton-sur-Serre,128,29,41,12,60,18,0,0.0
2049,02,Barisis-aux-Bois,746,43,41,12,60,18,0,0.0
