COG,departement,commune,population,Insécurité_Score,Immigration_Score,Islamisation_Score,Défrancisation_Score,Wokisme_Score,Number_of_Mosques,Mosque_p100k
51103,51,La Celle-sous-Chantemerle,137,28,39,13,54,13,0,0.0
51104,51,Cernay-en-Dormois,134,32,39,13,54,13,0,0.0
51105,51,Cernay-lès-Reims,1566,52,39,13,54,13,0,0.0
51106,51,Cernon,126,30,39,13,54,13,0,0.0
51107,51,Chaintrix-Bierges,344,49,39,13,54,13,0,0.0
51108,51,Châlons-en-Champagne,43218,216,106,138,112,20,4,9.26
51109,51,Châlons-sur-Vesle,202,39,39,13,54,13,0,0.0
51110,51,Chaltrait,60,10,39,13,54,13,0,0.0
51111,51,Chambrecy,147,33,39,13,54,13,0,0.0
51112,51,Chamery,455,43,39,13,54,13,0,0.0
51113,51,Champaubert,123,33,39,13,54,13,0,0.0
51115,51,Champfleury,603,71,39,13,54,13,0,0.0
51116,51,Champguyon,296,34,39,13,54,13,0,0.0
51117,51,Champigneul-Champagne,323,31,39,13,54,13,0,0.0
51118,51,Champigny,1616,54,39,13,54,13,0,0.0
51119,51,Champillon,511,47,39,13,54,13,0,0.0
51120,51,Champlat-et-Boujacourt,147,20,39,13,54,13,0,0.0
51121,51,Champvoisy,253,39,39,13,54,13,0,0.0
51122,51,Changy,116,29,39,13,54,13,0,0.0
51124,51,Chantemerle,49,28,39,13,54,13,0,0.0
51125,51,Chapelaine,50,27,39,13,54,13,0,0.0
51126,51,La Chapelle-Felcourt,45,29,39,13,54,13,0,0.0
51127,51,La Chapelle-Lasson,85,28,39,13,54,13,0,0.0
51128,51,La Chapelle-sous-Orbais,57,34,39,13,54,13,0,0.0
51129,51,Charleville,260,43,39,13,54,13,0,0.0
51130,51,Charmont,236,38,39,13,54,13,0,0.0
51132,51,Les Charmontois,119,24,39,13,54,13,0,0.0
51133,51,Le Châtelier,63,25,39,13,54,13,0,0.0
51134,51,Châtelraould-Saint-Louvent,253,38,39,13,54,13,0,0.0
51135,51,Châtillon-sur-Broué,85,33,39,13,54,13,0,0.0
51136,51,Châtillon-sur-Marne,621,54,39,13,54,13,0,0.0
51137,51,Châtillon-sur-Morin,208,32,39,13,54,13,0,0.0
51138,51,Châtrices,36,25,39,13,54,13,0,0.0
51139,51,Chaudefontaine,312,43,39,13,54,13,0,0.0
51140,51,Chaumuzy,348,44,39,13,54,13,0,0.0
51141,51,La Chaussée-sur-Marne,764,46,39,13,54,13,0,0.0
51142,51,Chavot-Courcourt,337,44,39,13,54,13,0,0.0
51143,51,Le Chemin,62,14,39,13,54,13,0,0.0
51144,51,Cheminon,595,46,39,13,54,13,0,0.0
51145,51,Chenay,223,40,39,13,54,13,0,0.0
51146,51,Cheniers,120,28,39,13,54,13,0,0.0
51147,51,La Cheppe,326,43,39,13,54,13,0,0.0
51148,51,Cheppes-la-Prairie,141,25,39,13,54,13,0,0.0
51149,51,Chepy,456,43,39,13,54,13,0,0.0
51150,51,Cherville,84,22,39,13,54,13,0,0.0
51151,51,Chichey,170,45,39,13,54,13,0,0.0
51152,51,Chigny-les-Roses,525,46,39,13,54,13,0,0.0
51153,51,Chouilly,1062,50,39,13,54,13,0,0.0
51154,51,Clamanges,225,29,39,13,54,13,0,0.0
51155,51,Clesles,631,41,39,13,54,13,0,0.0
51156,51,Cloyes-sur-Marne,124,29,39,13,54,13,0,0.0
51157,51,Coizard-Joches,91,34,39,13,54,13,0,0.0
51158,51,Val-des-Marais,561,47,39,13,54,13,0,0.0
51160,51,Compertrix,1307,49,39,13,54,13,0,0.0
51161,51,Condé-sur-Marne,749,50,39,13,54,13,0,0.0
51162,51,Conflans-sur-Seine,621,55,39,13,54,13,0,0.0
51163,51,Congy,256,39,39,13,54,13,0,0.0
51164,51,Connantray-Vaurefroy,137,43,39,13,54,13,0,0.0
51165,51,Connantre,1006,51,39,13,54,13,0,0.0
51166,51,Contault,67,22,39,13,54,13,0,0.0
51167,51,Coole,156,42,39,13,54,13,0,0.0
51168,51,Coolus,230,40,39,13,54,13,0,0.0
51169,51,Corbeil,99,27,39,13,54,13,0,0.0
51170,51,Corfélix,109,18,39,13,54,13,0,0.0
51171,51,Cormicy,1504,48,39,13,54,13,0,0.0
51172,51,Cormontreuil,6454,73,39,13,54,13,0,0.0
51173,51,Cormoyeux,128,23,39,13,54,13,0,0.0
51174,51,Corribert,64,21,39,13,54,13,0,0.0
51175,51,Corrobert,208,36,39,13,54,13,0,0.0
51176,51,Corroy,149,39,39,13,54,13,0,0.0
51177,51,Coulommes-la-Montagne,207,44,39,13,54,13,0,0.0
51178,51,Coupetz,84,29,39,13,54,13,0,0.0
51179,51,Coupéville,168,22,39,13,54,13,0,0.0
51181,51,Courcelles-Sapicourt,395,39,39,13,54,13,0,0.0
51182,51,Courcemain,87,27,39,13,54,13,0,0.0
51183,51,Courcy,1262,303,118,92,54,13,0,0.0
51184,51,Courdemanges,388,46,39,13,54,13,0,0.0
51185,51,Courgivaux,277,67,39,13,54,13,0,0.0
51186,51,Courjeonnet,49,20,39,13,54,13,0,0.0
51187,51,Courlandon,302,42,39,13,54,13,0,0.0
51188,51,Courmas,225,36,39,13,54,13,0,0.0
51190,51,Courtagnon,74,23,39,13,54,13,0,0.0
51191,51,Courtémont,62,14,39,13,54,13,0,0.0
51192,51,Courthiézy,344,49,39,13,54,13,0,0.0
51193,51,Courtisols,2345,48,39,13,54,13,0,0.0
51194,51,Courville,454,261,39,13,54,13,0,0.0
51195,51,Couvrot,796,46,39,13,54,13,0,0.0
51196,51,Cramant,877,44,39,13,54,13,0,0.0
51197,51,La Croix-en-Champagne,86,31,39,13,54,13,0,0.0
51198,51,Crugny,675,46,39,13,54,13,0,0.0
51199,51,Cuchery,414,40,39,13,54,13,0,0.0
51200,51,Cuis,368,46,39,13,54,13,0,0.0
51201,51,Cuisles,127,28,39,13,54,13,0,0.0
51202,51,Cumières,716,190,39,13,54,13,0,0.0
51203,51,Cuperly,219,46,39,13,54,13,0,0.0
51204,51,Damery,1329,54,39,13,54,13,0,0.0
51205,51,Dampierre-au-Temple,270,34,39,13,54,13,0,0.0
51206,51,Dampierre-le-Château,117,20,39,13,54,13,0,0.0
51208,51,Dampierre-sur-Moivre,110,21,39,13,54,13,0,0.0
51210,51,Dizy,1485,59,39,13,54,13,0,0.0
51211,51,Dommartin-Dampierre,75,35,39,13,54,13,0,0.0
51212,51,Dommartin-Lettrée,163,40,39,13,54,13,0,0.0
51213,51,Dommartin-sous-Hans,45,11,39,13,54,13,0,0.0
51214,51,Dommartin-Varimont,136,27,39,13,54,13,0,0.0
51215,51,Dompremy,116,23,39,13,54,13,0,0.0
51216,51,Dontrien,259,31,39,13,54,13,0,0.0
51217,51,Dormans,2898,56,39,13,54,13,0,0.0
51218,51,Val-de-Vière,131,23,39,13,54,13,0,0.0
51219,51,Drosnay,195,545,39,13,567,13,0,0.0
51220,51,Drouilly,144,25,39,13,54,13,0,0.0
51222,51,Éclaires,86,31,39,13,54,13,0,0.0
51223,51,Écollemont,63,17,39,13,54,13,0,0.0
51224,51,Écriennes,166,40,39,13,54,13,0,0.0
51225,51,Écueil,349,32,39,13,54,13,0,0.0
51226,51,Écury-le-Repos,62,27,39,13,54,13,0,0.0
51227,51,Écury-sur-Coole,491,45,39,13,54,13,0,0.0
51228,51,Élise-Daucourt,81,13,39,13,54,13,0,0.0
51229,51,Épense,123,29,39,13,54,13,0,0.0
51230,51,Épernay,22022,145,80,312,77,18,6,27.24
51231,51,L'Épine,676,49,39,13,54,13,0,0.0
51232,51,Époye,417,47,39,13,54,13,0,0.0
51233,51,Escardes,64,30,39,13,54,13,0,0.0
51234,51,Esclavolles-Lurey,644,46,39,13,54,13,0,0.0
51235,51,Les Essarts-lès-Sézanne,242,36,39,13,54,13,0,0.0
51236,51,Les Essarts-le-Vicomte,135,43,39,13,54,13,0,0.0
51237,51,Esternay,1776,52,39,13,54,13,0,0.0
51238,51,Étoges,417,44,39,13,54,13,0,0.0
51239,51,Étréchy,102,18,39,13,54,13,0,0.0
51240,51,Étrepy,115,23,39,13,54,13,0,0.0
51241,51,Euvy,79,20,39,13,54,13,0,0.0
51242,51,Fagnières,4886,96,100,74,95,34,0,0.0
51243,51,Faux-Fresnay,330,43,39,13,54,13,0,0.0
51244,51,Faux-Vésigneul,239,46,39,13,54,13,0,0.0
51245,51,Faverolles-et-Coëmy,597,212,206,13,54,13,0,0.0
51246,51,Favresse,219,37,39,13,54,13,0,0.0
51247,51,Fèrebrianges,136,35,39,13,54,13,0,0.0
51248,51,Fère-Champenoise,2181,56,39,13,54,13,0,0.0
51249,51,Festigny,392,39,39,13,54,13,0,0.0
51250,51,Fismes,5884,71,39,13,54,13,0,0.0
51251,51,Flavigny,177,33,39,13,54,13,0,0.0
51252,51,Fleury-la-Rivière,520,37,39,13,54,13,0,0.0
51253,51,Florent-en-Argonne,217,42,39,13,54,13,0,0.0
51254,51,Fontaine-Denis-Nuisy,235,37,39,13,54,13,0,0.0
51255,51,Fontaine-en-Dormois,15,11,39,13,54,13,0,0.0
51256,51,Fontaine-sur-Ay,315,45,39,13,54,13,0,0.0
51258,51,La Forestière,206,34,39,13,54,13,0,0.0
51259,51,Francheville,192,38,39,13,54,13,0,0.0
51260,51,Le Fresne,75,36,39,13,54,13,0,0.0
51262,51,Frignicourt,1751,110,39,13,54,13,0,0.0
51263,51,Fromentières,379,41,39,13,54,13,0,0.0
51264,51,Le Gault-Soigny,503,47,39,13,54,13,0,0.0
51265,51,Gaye,581,43,39,13,54,13,0,0.0
51266,51,Germaine,529,41,39,13,54,13,0,0.0
51267,51,Germigny,184,33,39,13,54,13,0,0.0
51268,51,Germinon,188,30,39,13,54,13,0,0.0
51269,51,Giffaumont-Champaubert,286,426,39,13,54,13,0,0.0
51270,51,Gigny-Bussy,227,34,39,13,54,13,0,0.0
51272,51,Givry-en-Argonne,451,32,39,13,54,13,0,0.0
51273,51,Givry-lès-Loisy,73,19,39,13,54,13,0,0.0
51274,51,Gizaucourt,116,38,39,13,54,13,0,0.0
51275,51,Glannes,184,28,39,13,54,13,0,0.0
51276,51,Gourgançon,146,32,39,13,54,13,0,0.0
51277,51,Sainte-Marie-du-Lac-Nuisement,273,47,39,13,54,13,0,0.0
51278,51,Les Grandes-Loges,285,43,39,13,54,13,0,0.0
51279,51,Granges-sur-Aube,182,42,39,13,54,13,0,0.0
51280,51,Gratreuil,21,14,39,13,54,13,0,0.0
51281,51,Grauves,618,44,39,13,54,13,0,0.0
51282,51,Gueux,1901,55,39,13,54,13,0,0.0
51283,51,Hans,122,21,39,13,54,13,0,0.0
51284,51,Haussignémont,311,43,39,13,54,13,0,0.0
51285,51,Haussimont,139,39,39,13,54,13,0,0.0
51286,51,Hauteville,233,42,39,13,54,13,0,0.0
51287,51,Hautvillers,628,47,39,13,54,13,0,0.0
51288,51,Heiltz-le-Hutier,235,45,39,13,54,13,0,0.0
51289,51,Heiltz-le-Maurupt,435,37,39,13,54,13,0,0.0
51290,51,Heiltz-l'Évêque,278,31,39,13,54,13,0,0.0
51291,51,Hermonville,1409,46,39,13,54,13,0,0.0
51292,51,Herpont,122,29,39,13,54,13,0,0.0
51293,51,Heutrégiville,504,37,39,13,54,13,0,0.0
51294,51,Hourges,84,13,39,13,54,13,0,0.0
51295,51,Huiron,302,48,39,13,54,13,0,0.0
51296,51,Humbauville,75,36,39,13,54,13,0,0.0
51298,51,Igny-Comblizy,436,30,39,13,54,13,0,0.0
51299,51,Isles-sur-Suippe,979,54,39,13,54,13,0,0.0
51300,51,Isle-sur-Marne,96,26,39,13,54,13,0,0.0
51301,51,Isse,109,34,39,13,54,13,0,0.0
51302,51,Les Istres-et-Bury,90,18,39,13,54,13,0,0.0
51303,51,Jâlons,550,45,39,13,54,13,0,0.0
51304,51,Janvilliers,159,34,39,13,54,13,0,0.0
51305,51,Janvry,146,37,39,13,54,13,0,0.0
51306,51,Joiselle,107,26,39,13,54,13,0,0.0
51307,51,Jonchery-sur-Suippe,228,42,39,13,54,13,0,0.0
51308,51,Jonchery-sur-Vesle,1815,51,39,13,54,13,0,0.0
51309,51,Jonquery,114,24,39,13,54,13,0,0.0
51310,51,Jouy-lès-Reims,208,40,39,13,54,13,0,0.0
51311,51,Jussecourt-Minecourt,199,39,39,13,54,13,0,0.0
51312,51,Juvigny,959,51,39,13,54,13,0,0.0
51313,51,Lachy,347,37,39,13,54,13,0,0.0
51314,51,Lagery,234,37,39,13,54,13,0,0.0
51315,51,Landricourt,135,23,39,13,54,13,0,0.0
51316,51,Larzicourt,270,42,39,13,54,13,0,0.0
51317,51,Laval-sur-Tourbe,49,15,39,13,54,13,0,0.0
51318,51,Lavannes,573,39,39,13,54,13,0,0.0
51319,51,Lenharrée,109,34,39,13,54,13,0,0.0
51320,51,Leuvrigny,302,43,39,13,54,13,0,0.0
51321,51,Lhéry,89,28,39,13,54,13,0,0.0
51322,51,Lignon,119,18,39,13,54,13,0,0.0
51323,51,Linthelles,105,36,39,13,54,13,0,0.0
51324,51,Linthes,111,42,39,13,54,13,0,0.0
51325,51,Lisse-en-Champagne,107,28,39,13,54,13,0,0.0
51326,51,Livry-Louvercy,1083,56,39,13,54,13,0,0.0
51327,51,Loisy-en-Brie,173,29,39,13,54,13,0,0.0
51328,51,Loisy-sur-Marne,1114,46,39,13,54,13,0,0.0
51329,51,Loivre,1438,51,39,13,54,13,0,0.0
51333,51,Ludes,691,46,39,13,54,13,0,0.0
51334,51,Luxémont-et-Villotte,444,45,39,13,54,13,0,0.0
51336,51,Maffrécourt,57,21,39,13,54,13,0,0.0
51337,51,Magneux,266,45,39,13,54,13,0,0.0
51338,51,Mailly-Champagne,622,44,39,13,54,13,0,0.0
51339,51,Mairy-sur-Marne,565,37,39,13,54,13,0,0.0
51340,51,Maisons-en-Champagne,551,47,39,13,54,13,0,0.0
51341,51,Malmy,37,11,39,13,54,13,0,0.0
51342,51,Mancy,237,28,39,13,54,13,0,0.0
51343,51,Marcilly-sur-Seine,627,51,39,13,54,13,0,0.0
51344,51,Mardeuil,1463,46,39,13,54,13,0,0.0
51345,51,Mareuil-en-Brie,289,44,39,13,54,13,0,0.0
51346,51,Mareuil-le-Port,1151,50,39,13,54,13,0,0.0
51348,51,Marfaux,111,25,39,13,54,13,0,0.0
51349,51,Margerie-Hancourt,181,44,39,13,54,13,0,0.0
51350,51,Margny,123,43,39,13,54,13,0,0.0
51351,51,Marigny,115,32,39,13,54,13,0,0.0
51352,51,Marolles,803,48,39,13,54,13,0,0.0
51353,51,Marsangis,46,11,39,13,54,13,0,0.0
51354,51,Marson,278,41,39,13,54,13,0,0.0
51355,51,Massiges,43,23,39,13,54,13,0,0.0
51356,51,Matignicourt-Goncourt,156,44,39,13,54,13,0,0.0
51357,51,Matougues,628,49,39,13,54,13,0,0.0
51358,51,Maurupt-le-Montois,534,43,39,13,54,13,0,0.0
51359,51,Mécringes,208,29,39,13,54,13,0,0.0
51360,51,Le Meix-Saint-Epoing,295,45,39,13,54,13,0,0.0
51361,51,Le Meix-Tiercelin,167,33,39,13,54,13,0,0.0
51362,51,Merfy,603,44,39,13,54,13,0,0.0
51363,51,Merlaut,271,30,39,13,54,13,0,0.0
51364,51,Méry-Prémecy,67,22,39,13,54,13,0,0.0
51365,51,Les Mesneux,963,46,39,13,54,13,0,0.0
51367,51,Le Mesnil-sur-Oger,1001,47,39,13,54,13,0,0.0
51368,51,Minaucourt-le-Mesnil-lès-Hurlus,46,24,39,13,54,13,0,0.0
51369,51,Mœurs-Verdey,318,50,39,13,54,13,0,0.0
51370,51,Moiremont,189,34,39,13,54,13,0,0.0
51371,51,Moivre,54,14,39,13,54,13,0,0.0
51372,51,Moncetz-Longevas,569,46,39,13,54,13,0,0.0
51373,51,Moncetz-l'Abbaye,88,35,39,13,54,13,0,0.0
51374,51,Mondement-Montgivroux,28,16,39,13,54,13,0,0.0
51375,51,Montbré,380,37,39,13,54,13,0,0.0
51376,51,Montgenost,159,32,39,13,54,13,0,0.0
51377,51,Montépreux,46,18,39,13,54,13,0,0.0
51378,51,Monthelon,346,46,39,13,54,13,0,0.0
51379,51,Montigny-sur-Vesle,537,46,39,13,54,13,0,0.0
51380,51,Montmirail,3551,53,39,13,54,13,0,0.0
51381,51,Montmort-Lucy,650,46,39,13,54,13,0,0.0
51382,51,Mont-sur-Courville,117,22,39,13,54,13,0,0.0
51384,51,Morangis,367,40,39,13,54,13,0,0.0
51386,51,Morsains,149,25,39,13,54,13,0,0.0
51387,51,Moslins,285,40,39,13,54,13,0,0.0
51388,51,Mourmelon-le-Grand,4984,125,39,13,54,33,0,0.0
51389,51,Mourmelon-le-Petit,806,50,39,13,54,13,0,0.0
51390,51,Moussy,744,49,39,13,54,13,0,0.0
51391,51,Muizon,2072,60,39,13,54,13,0,0.0
51392,51,Mutigny,206,33,39,13,54,13,0,0.0
51393,51,Nanteuil-la-Forêt,300,21,39,13,54,13,0,0.0
51395,51,Nesle-la-Reposte,91,31,39,13,54,13,0,0.0
51396,51,Nesle-le-Repons,138,28,39,13,54,13,0,0.0
51397,51,La Neuville-aux-Bois,138,34,39,13,54,13,0,0.0
51398,51,La Neuville-aux-Larris,192,28,39,13,54,13,0,0.0
51399,51,La Neuville-au-Pont,489,39,39,13,54,13,0,0.0
51402,51,Neuvy,272,46,39,13,54,13,0,0.0
51403,51,Nogent-l'Abbesse,540,35,39,13,54,13,0,0.0
51404,51,Noirlieu,110,17,39,13,54,13,0,0.0
51406,51,Norrois,152,45,39,13,54,13,0,0.0
51407,51,La Noue,377,51,39,13,54,13,0,0.0
51409,51,Nuisement-sur-Coole,385,47,39,13,54,13,0,0.0
51410,51,Œuilly,595,46,39,13,54,13,0,0.0
51412,51,Ognes,60,28,39,13,54,13,0,0.0
51413,51,Oiry,886,58,39,13,54,13,0,0.0
51414,51,Olizy,142,32,39,13,54,13,0,0.0
51415,51,Omey,201,30,39,13,54,13,0,0.0
51416,51,Orbais-l'Abbaye,523,47,39,13,54,13,0,0.0
51417,51,Orconte,366,39,39,13,54,13,0,0.0
51418,51,Ormes,537,42,39,13,54,13,0,0.0
51419,51,Outines,131,32,39,13,54,13,0,0.0
51420,51,Outrepont,76,23,39,13,54,13,0,0.0
51421,51,Oyes,106,27,39,13,54,13,0,0.0
51422,51,Pargny-lès-Reims,496,44,39,13,54,13,0,0.0
51423,51,Pargny-sur-Saulx,1700,175,156,130,172,13,0,0.0
51424,51,Passavant-en-Argonne,177,28,39,13,54,13,0,0.0
51425,51,Passy-Grigny,373,45,39,13,54,13,0,0.0
51426,51,Péas,65,30,39,13,54,13,0,0.0
51428,51,Les Petites-Loges,483,109,39,13,54,13,0,0.0
51429,51,Pévy,226,34,39,13,54,13,0,0.0
51430,51,Pierre-Morains,92,28,39,13,54,13,0,0.0
51431,51,Pierry,1254,67,39,13,54,13,0,0.0
51432,51,Pleurs,826,53,39,13,54,13,0,0.0
51433,51,Plichancourt,250,42,39,13,54,13,0,0.0
51434,51,Plivot,751,49,39,13,54,13,0,0.0
51435,51,Pocancy,177,35,39,13,54,13,0,0.0
51436,51,Pogny,906,49,39,13,54,13,0,0.0
51437,51,Poilly,95,19,39,13,54,13,0,0.0
51438,51,Poix,71,16,39,13,54,13,0,0.0
51439,51,Pomacle,530,47,39,13,54,13,0,0.0
51440,51,Pontfaverger-Moronvilliers,1738,50,39,13,54,13,0,0.0
51441,51,Ponthion,103,27,39,13,54,13,0,0.0
51442,51,Possesse,124,42,39,13,54,13,0,0.0
51443,51,Potangis,115,28,39,13,54,13,0,0.0
51444,51,Pouillon,521,48,39,13,54,13,0,0.0
51445,51,Pourcy,192,43,39,13,54,13,0,0.0
51446,51,Pringy,432,45,39,13,54,13,0,0.0
51447,51,Prosnes,485,48,39,13,54,13,0,0.0
51448,51,Prouilly,549,42,39,13,54,13,0,0.0
51449,51,Prunay,1032,48,39,13,54,13,0,0.0
51450,51,Puisieulx,452,46,39,13,54,13,0,0.0
51451,51,Queudes,82,35,39,13,54,13,0,0.0
51452,51,Rapsécourt,33,16,39,13,54,13,0,0.0
51453,51,Recy,1077,51,39,13,54,13,0,0.0
51454,51,Reims,178478,249,132,126,104,26,11,6.16
51455,51,Reims-la-Brûlée,217,36,39,13,54,13,0,0.0
51456,51,Remicourt,57,14,39,13,54,13,0,0.0
51457,51,Cœur-de-la-Vallée,645,44,39,13,54,13,0,0.0
51458,51,Reuves,60,32,39,13,54,13,0,0.0
51459,51,Réveillon,105,29,39,13,54,13,0,0.0
51460,51,Rieux,194,39,39,13,54,13,0,0.0
51461,51,Rilly-la-Montagne,1009,51,39,13,54,13,0,0.0
51463,51,Les Rivières-Henruel,158,37,39,13,54,13,0,0.0
51464,51,Romain,325,38,39,13,54,13,0,0.0
51465,51,Romery,160,23,39,13,54,13,0,0.0
51466,51,Romigny,210,45,39,13,54,13,0,0.0
51468,51,Rosnay,403,32,39,13,54,13,0,0.0
51469,51,Rouffy,110,21,39,13,54,13,0,0.0
51470,51,Rouvroy-Ripont,3,8,39,13,54,13,0,0.0
51471,51,Sacy,370,312,39,13,54,13,0,0.0
51472,51,Saint-Amand-sur-Fion,1018,53,39,13,54,13,0,0.0
51473,51,Saint-Bon,94,19,39,13,54,13,0,0.0
51474,51,Saint-Brice-Courcelles,3546,97,39,13,54,13,0,0.0
51475,51,Saint-Chéron,63,20,39,13,54,13,0,0.0
51476,51,Saint-Étienne-au-Temple,786,50,39,13,54,13,0,0.0
51477,51,Saint-Étienne-sur-Suippe,349,40,39,13,54,13,0,0.0
51478,51,Saint-Eulien,419,49,39,13,54,13,0,0.0
51479,51,Saint-Euphraise-et-Clairizet,245,36,39,13,54,13,0,0.0
51480,51,Sainte-Gemme,134,17,39,13,54,13,0,0.0
51482,51,Saint-Germain-la-Ville,669,46,39,13,54,13,0,0.0
51483,51,Saint-Gibrien,548,48,39,13,54,13,0,0.0
51484,51,Saint-Gilles,274,45,39,13,54,13,0,0.0
51485,51,Saint-Hilaire-au-Temple,304,45,39,13,54,13,0,0.0
51486,51,Saint-Hilaire-le-Grand,359,49,39,13,54,13,0,0.0
51487,51,Saint-Hilaire-le-Petit,353,40,39,13,54,13,0,0.0
51488,51,Saint-Imoges,331,46,39,13,54,13,0,0.0
51489,51,Saint-Jean-devant-Possesse,29,8,39,13,54,13,0,0.0
51490,51,Saint-Jean-sur-Moivre,200,41,39,13,54,13,0,0.0
51491,51,Saint-Jean-sur-Tourbe,90,27,39,13,54,13,0,0.0
51492,51,Saint-Just-Sauvage,1425,55,39,13,54,13,0,0.0
51493,51,Saint-Léonard,100,44,39,13,54,13,0,0.0
51495,51,Saint-Loup,75,24,39,13,54,13,0,0.0
51496,51,Saint-Lumier-en-Champagne,266,37,39,13,54,13,0,0.0
51497,51,Saint-Lumier-la-Populeuse,41,23,39,13,54,13,0,0.0
51498,51,Saint-Mard-sur-Auve,64,32,39,13,54,13,0,0.0
51499,51,Saint-Mard-lès-Rouffy,152,42,39,13,54,13,0,0.0
51500,51,Saint-Mard-sur-le-Mont,114,39,39,13,54,13,0,0.0
51501,51,Sainte-Marie-à-Py,195,39,39,13,54,13,0,0.0
51502,51,Saint-Martin-aux-Champs,106,24,39,13,54,13,0,0.0
51503,51,Saint-Martin-l'Heureux,91,36,39,13,54,13,0,0.0
51504,51,Saint-Martin-sur-le-Pré,794,89,39,13,54,13,0,0.0
51505,51,Saint-Masmes,527,238,39,13,54,13,0,0.0
51506,51,Saint-Memmie,5439,152,39,13,54,13,0,0.0
51507,51,Sainte-Menehould,4166,115,39,13,78,37,0,0.0
51508,51,Saint-Ouen-Domprot,201,34,39,13,54,13,0,0.0
51509,51,Saint-Pierre,300,22,39,13,54,13,0,0.0
51510,51,Saint-Quentin-les-Marais,118,30,39,13,54,13,0,0.0
51511,51,Saint-Quentin-le-Verger,112,42,39,13,54,13,0,0.0
51512,51,Saint-Quentin-sur-Coole,104,23,39,13,54,13,0,0.0
51513,51,Saint-Remy-en-Bouzemont-Saint-Genest-et-Isson,474,49,39,13,54,13,0,0.0
51514,51,Saint-Remy-sous-Broyes,111,32,39,13,54,13,0,0.0
51515,51,Saint-Remy-sur-Bussy,329,37,39,13,54,13,0,0.0
51516,51,Saint-Saturnin,48,25,39,13,54,13,0,0.0
51517,51,Saint-Souplet-sur-Py,129,27,39,13,54,13,0,0.0
51518,51,Saint-Thierry,603,41,39,13,54,13,0,0.0
51519,51,Saint-Thomas-en-Argonne,37,8,39,13,54,13,0,0.0
51520,51,Saint-Utin,72,21,39,13,54,13,0,0.0
51521,51,Saint-Vrain,227,32,39,13,54,13,0,0.0
51522,51,Sapignicourt,387,48,39,13,54,13,0,0.0
51523,51,Sarcy,268,40,39,13,54,13,0,0.0
51524,51,Saron-sur-Aube,270,43,39,13,54,13,0,0.0
51525,51,Sarry,2028,52,39,13,54,13,0,0.0
51526,51,Saudoy,392,50,39,13,54,13,0,0.0
51527,51,Savigny-sur-Ardres,255,35,39,13,54,13,0,0.0
51528,51,Scrupt,124,34,39,13,54,13,0,0.0
51529,51,Selles,446,43,39,13,54,13,0,0.0
51530,51,Sept-Saulx,689,48,39,13,54,13,0,0.0
51531,51,Sermaize-les-Bains,1752,56,39,13,54,13,0,0.0
51532,51,Sermiers,565,46,39,13,54,13,0,0.0
51533,51,Servon-Melzicourt,89,32,39,13,54,13,0,0.0
51534,51,Serzy-et-Prin,212,29,39,13,54,13,0,0.0
51535,51,Sézanne,4679,139,60,34,54,13,0,0.0
51536,51,Sillery,1830,107,93,13,54,13,0,0.0
51537,51,Sivry-Ante,178,34,39,13,54,13,0,0.0
51538,51,Sogny-aux-Moulins,110,26,39,13,54,13,0,0.0
51539,51,Sogny-en-l'Angle,76,36,39,13,54,13,0,0.0
51542,51,Soizy-aux-Bois,191,27,39,13,54,13,0,0.0
51543,51,Somme-Bionne,68,24,39,13,54,13,0,0.0
51544,51,Sommepy-Tahure,656,50,39,13,54,13,0,0.0
51545,51,Sommesous,474,125,39,13,54,13,0,0.0
51546,51,Somme-Suippe,511,48,39,13,54,13,0,0.0
51547,51,Somme-Tourbe,141,27,39,13,54,13,0,0.0
51548,51,Somme-Vesle,346,37,39,13,54,13,0,0.0
51549,51,Somme-Yèvre,112,27,39,13,54,13,0,0.0
51550,51,Sompuis,264,36,39,13,54,13,0,0.0
51551,51,Somsois,192,44,39,13,54,13,0,0.0
51552,51,Songy,267,38,39,13,54,13,0,0.0
51553,51,Souain-Perthes-lès-Hurlus,260,51,39,13,54,13,0,0.0
51555,51,Soudé,152,692,697,13,54,13,0,0.0
51556,51,Soudron,299,39,39,13,54,13,0,0.0
51557,51,Soulanges,457,50,39,13,54,13,0,0.0
51558,51,Soulières,141,31,39,13,54,13,0,0.0
51559,51,Suippes,3898,69,39,13,54,13,0,0.0
51560,51,Suizy-le-Franc,106,30,39,13,54,13,0,0.0
51562,51,Taissy,2202,199,130,13,54,59,0,0.0
51563,51,Talus-Saint-Prix,105,23,39,13,54,13,0,0.0
51564,51,Val de Livre,591,40,39,13,54,13,0,0.0
51565,51,Thaas,102,37,39,13,54,13,0,0.0
51566,51,Thibie,292,34,39,13,54,13,0,0.0
51567,51,Thiéblemont-Farémont,512,426,39,13,54,13,0,0.0
51568,51,Thil,318,36,39,13,54,13,0,0.0
51569,51,Thillois,519,376,39,13,54,13,0,0.0
51570,51,Le Thoult-Trosnay,105,36,39,13,54,13,0,0.0
51571,51,Val-de-Vesle,992,46,39,13,54,13,0,0.0
51572,51,Tilloy-et-Bellay,234,34,39,13,54,13,0,0.0
51573,51,Tinqueux,10662,88,39,13,54,13,0,0.0
51574,51,Togny-aux-Bœufs,138,30,39,13,54,13,0,0.0
51576,51,Tours-sur-Marne,1371,50,39,13,54,13,0,0.0
