COG,departement,commune,population,Pop_in_QPV_pct,Total_QPV,logements_sociaux_pct,Insécurité_Score,Immigration_Score,Islamisation_Score,Défrancisation_Score,Wokisme_Score,Number_of_Mosques,Mosque_p100k
1001,01,L'Abergement-Clémenciat,859,0.0,0,7.0,36,51,21,70,22,0,0.0
1002,01,L'Abergement-de-Varey,273,0.0,0,0.0,25,51,21,70,15,0,0.0
1004,01,Ambérieu-en-Bugey,15554,11.54,1,30.0,125,95,193,127,103,2,12.86
1005,01,Ambérieux-en-Dombes,1917,0.0,0,14.0,43,51,21,70,29,0,0.0
1006,01,Ambléon,114,0.0,0,0.0,25,51,21,70,15,0,0.0
1007,01,Ambronay,2828,0.0,0,11.0,52,51,21,70,26,0,0.0
1008,01,Ambutrix,764,0.0,0,5.0,36,51,21,70,20,0,0.0
1009,01,Andert-et-Condon,335,0.0,0,0.0,29,51,21,70,15,0,0.0
1010,01,Anglefort,1150,0.0,0,9.0,43,51,21,70,24,0,0.0
1011,01,Apremont,399,0.0,0,15.0,35,51,21,70,30,0,0.0
1012,01,Aranc,329,0.0,0,7.0,29,51,21,70,22,0,0.0
1013,01,Arandas,140,0.0,0,3.0,30,51,21,70,18,0,0.0
1014,01,Arbent,3482,0.0,0,28.0,54,51,49,99,43,0,0.0
1015,01,Arboys en Bugey,688,0.0,0,1.0,34,51,21,70,16,0,0.0
1016,01,Arbigny,459,0.0,0,3.0,31,51,21,70,18,0,0.0
1017,01,Argis,420,0.0,0,3.0,32,51,21,70,18,0,0.0
1019,01,Armix,25,0.0,0,0.0,4,51,21,70,15,0,0.0
1021,01,Ars-sur-Formans,1513,0.0,0,8.0,42,51,21,70,23,0,0.0
1022,01,Artemare,1141,0.0,0,15.0,42,51,21,70,30,0,0.0
1023,01,Asnières-sur-Saône,77,0.0,0,0.0,20,51,21,70,15,0,0.0
1024,01,Attignat,3372,0.0,0,12.0,71,51,21,70,27,0,0.0
1025,01,Bâgé-Dommartin,4057,0.0,0,5.0,39,51,21,70,20,0,0.0
1026,01,Bâgé-le-Châtel,987,0.0,0,12.0,136,51,21,70,27,0,0.0
1027,01,Balan,2878,0.0,0,12.0,35,51,21,70,27,0,0.0
1028,01,Baneins,618,0.0,0,2.0,197,51,21,70,17,0,0.0
1029,01,Beaupont,717,0.0,0,13.0,37,51,21,70,28,0,0.0
1030,01,Beauregard,826,0.0,0,22.0,40,51,21,70,37,0,0.0
1031,01,Bellignat,3581,32.0,1,46.0,122,83,53,102,221,0,0.0
1032,01,Béligneux,3484,0.0,0,27.0,48,51,21,70,42,0,0.0
1033,01,Valserhône,16162,0.0,0,30.0,113,64,460,76,45,7,43.31
1034,01,Belley,9270,12.35,1,26.0,91,64,357,83,103,3,32.36
1035,01,Belleydoux,306,0.0,0,19.0,32,51,21,70,34,0,0.0
1036,01,Valromey-sur-Séran,1350,0.0,0,5.0,36,51,21,70,20,0,0.0
1037,01,Bénonces,311,0.0,0,0.0,37,51,21,70,15,0,0.0
1038,01,Bény,769,0.0,0,7.0,35,51,21,70,22,0,0.0
1040,01,Béréziat,481,0.0,0,0.0,33,51,21,70,15,0,0.0
1041,01,Bettant,762,0.0,0,7.0,37,51,21,70,22,0,0.0
1042,01,Bey,290,0.0,0,12.0,27,51,21,70,27,0,0.0
1043,01,Beynost,4936,0.0,0,8.0,66,51,21,70,23,0,0.0
1044,01,Billiat,669,0.0,0,12.0,38,51,21,70,27,0,0.0
1045,01,Birieux,280,0.0,0,0.0,27,51,21,70,15,0,0.0
1046,01,Biziat,897,0.0,0,3.0,148,51,21,70,18,0,0.0
1047,01,Blyes,1351,0.0,0,10.0,38,125,21,144,25,0,0.0
1049,01,La Boisse,3401,0.0,0,9.0,43,51,21,70,24,0,0.0
1050,01,Boissey,390,0.0,0,0.0,28,51,21,70,15,0,0.0
1051,01,Bolozon,99,0.0,0,4.0,19,51,21,70,19,0,0.0
1052,01,Bouligneux,323,0.0,0,1.0,29,51,21,70,16,0,0.0
1053,01,Bourg-en-Bresse,42065,21.61,2,35.0,225,140,128,118,170,3,7.13
1054,01,Bourg-Saint-Christophe,1540,0.0,0,2.0,36,51,21,70,17,0,0.0
1056,01,Boyeux-Saint-Jérôme,362,0.0,0,0.0,34,51,21,70,15,0,0.0
1057,01,Boz,509,0.0,0,3.0,30,51,21,70,18,0,0.0
1058,01,Brégnier-Cordon,812,0.0,0,5.0,37,51,21,70,20,0,0.0
1060,01,Brénod,547,0.0,0,31.0,34,51,21,70,46,0,0.0
1061,01,Brens,1117,0.0,0,0.0,34,51,21,70,15,0,0.0
1062,01,Bressolles,1003,0.0,0,2.0,36,51,21,70,17,0,0.0
1063,01,Brion,591,0.0,0,14.0,35,51,21,70,29,0,0.0
1064,01,Briord,1102,0.0,0,13.0,41,51,21,70,28,0,0.0
1065,01,Buellas,1884,0.0,0,15.0,41,51,21,70,30,0,0.0
1066,01,La Burbanche,97,0.0,0,0.0,26,51,21,70,15,0,0.0
1067,01,Ceignes,263,0.0,0,11.0,116,51,21,70,26,0,0.0
1068,01,Cerdon,755,0.0,0,7.0,37,51,21,70,22,0,0.0
1069,01,Certines,1518,0.0,0,17.0,39,51,21,70,32,0,0.0
1071,01,Cessy,5570,0.0,0,16.0,47,51,21,70,31,0,0.0
1072,01,Ceyzériat,3306,0.0,0,13.0,43,51,21,70,28,0,0.0
1073,01,Ceyzérieu,1028,0.0,0,1.0,36,51,21,70,16,0,0.0
1074,01,Chalamont,2544,0.0,0,18.0,44,51,21,70,33,0,0.0
1075,01,Chaleins,1436,0.0,0,10.0,39,51,21,70,25,0,0.0
1076,01,Chaley,127,0.0,0,13.0,28,51,21,70,28,0,0.0
1077,01,Challes-la-Montagne,185,0.0,0,4.0,32,51,21,70,19,0,0.0
1078,01,Challex,1628,0.0,0,6.0,36,51,21,70,21,0,0.0
1079,01,Champagne-en-Valromey,826,0.0,0,17.0,33,51,21,70,32,0,0.0
1080,01,Champdor-Corcelles,655,0.0,0,13.0,37,51,21,70,28,0,0.0
1081,01,Champfromier,709,0.0,0,18.0,36,51,21,70,33,0,0.0
1082,01,Chanay,595,0.0,0,8.0,33,51,21,70,23,0,0.0
1083,01,Chaneins,1041,0.0,0,10.0,36,51,21,70,25,0,0.0
1084,01,Chanoz-Châtenay,943,0.0,0,1.0,37,51,21,70,16,0,0.0
1085,01,La Chapelle-du-Châtelard,391,0.0,0,0.0,34,307,21,70,271,0,0.0
1087,01,Charix,280,0.0,0,2.0,30,51,21,70,17,0,0.0
1088,01,Charnoz-sur-Ain,925,0.0,0,4.0,39,51,21,70,19,0,0.0
1089,01,Château-Gaillard,2408,0.0,0,10.0,39,51,21,70,25,0,0.0
1090,01,Châtenay,358,0.0,0,6.0,36,51,21,70,21,0,0.0
1092,01,Châtillon-la-Palud,1675,0.0,0,5.0,41,51,21,70,20,0,0.0
1093,01,Châtillon-sur-Chalaronne,5154,0.0,0,21.0,97,51,40,90,36,0,0.0
1094,01,Chavannes-sur-Reyssouze,746,0.0,0,5.0,32,51,21,70,20,0,0.0
1095,01,Nivigne et Suran,822,0.0,0,10.0,36,51,21,70,25,0,0.0
1096,01,Chaveyriat,1057,0.0,0,4.0,36,51,21,70,19,0,0.0
1098,01,Chazey-Bons,1165,0.0,0,6.0,41,51,21,70,21,0,0.0
1099,01,Chazey-sur-Ain,1613,0.0,0,4.0,49,51,21,70,19,0,0.0
1100,01,Cheignieu-la-Balme,130,0.0,0,0.0,23,51,21,70,15,0,0.0
1101,01,Chevillard,149,0.0,0,0.0,19,51,21,70,15,0,0.0
1102,01,Chevroux,981,0.0,0,3.0,35,51,21,70,18,0,0.0
1103,01,Chevry,2301,0.0,0,7.0,40,51,21,70,22,0,0.0
1104,01,Chézery-Forens,436,0.0,0,13.0,31,51,21,70,28,0,0.0
1105,01,Civrieux,1986,0.0,0,11.0,43,51,21,70,26,0,0.0
1106,01,Cize,175,0.0,0,0.0,19,51,21,70,15,0,0.0
1107,01,Cleyzieu,144,0.0,0,0.0,10,51,21,70,15,0,0.0
1108,01,Coligny,1294,0.0,0,14.0,45,51,21,70,29,0,0.0
1109,01,Collonges,2260,0.0,0,16.0,41,51,21,70,31,0,0.0
1110,01,Colomieu,164,0.0,0,6.0,19,51,21,70,21,0,0.0
1111,01,Conand,136,0.0,0,0.0,25,51,21,70,15,0,0.0
1112,01,Condamine,477,0.0,0,9.0,34,51,21,70,24,0,0.0
1113,01,Condeissiat,815,0.0,0,18.0,37,51,21,70,33,0,0.0
1114,01,Confort,676,0.0,0,8.0,38,199,168,218,23,0,0.0
1115,01,Confrançon,1357,0.0,0,14.0,38,51,21,70,29,0,0.0
1116,01,Contrevoz,489,0.0,0,0.0,35,51,21,70,15,0,0.0
1117,01,Conzieu,148,0.0,0,0.0,30,51,21,70,15,0,0.0
1118,01,Corbonod,1315,0.0,0,4.0,113,51,21,70,19,0,0.0
1121,01,Corlier,116,0.0,0,8.0,27,51,21,70,23,0,0.0
1123,01,Cormoranche-sur-Saône,1165,0.0,0,1.0,49,51,21,70,16,0,0.0
1124,01,Cormoz,704,0.0,0,4.0,37,51,21,70,19,0,0.0
1125,01,Corveissiat,587,0.0,0,5.0,38,51,21,70,20,0,0.0
1127,01,Courmangoux,513,0.0,0,3.0,31,51,21,70,18,0,0.0
1128,01,Courtes,293,0.0,0,7.0,32,51,21,70,22,0,0.0
1129,01,Crans,316,0.0,0,0.0,25,51,21,70,15,0,0.0
1130,01,Bresse Vallons,2393,0.0,0,7.0,35,51,21,70,22,0,0.0
1133,01,Cressin-Rochefort,384,0.0,0,0.0,20,51,21,70,15,0,0.0
1134,01,Crottet,1844,0.0,0,5.0,44,51,21,70,20,0,0.0
1135,01,Crozet,2354,0.0,0,5.0,38,51,21,70,20,0,0.0
1136,01,Cruzilles-lès-Mépillat,951,0.0,0,9.0,35,51,21,70,24,0,0.0
1138,01,Culoz-Béon,3416,0.0,0,23.0,104,81,313,70,38,1,29.27
1139,01,Curciat-Dongalon,462,0.0,0,6.0,35,51,21,70,21,0,0.0
1140,01,Curtafond,805,0.0,0,12.0,34,51,21,70,27,0,0.0
1141,01,Cuzieu,423,0.0,0,0.0,33,51,21,70,15,0,0.0
1142,01,Dagneux,4741,0.0,0,14.0,51,51,21,70,29,0,0.0
1143,01,Divonne-les-Bains,10300,0.0,0,14.0,74,51,21,70,29,0,0.0
1145,01,Dompierre-sur-Veyle,1225,0.0,0,16.0,38,51,21,70,31,0,0.0
1146,01,Dompierre-sur-Chalaronne,453,0.0,0,0.0,23,51,21,70,15,0,0.0
1147,01,Domsure,540,0.0,0,10.0,36,51,21,70,25,0,0.0
1148,01,Dortan,2013,0.0,0,23.0,36,51,21,70,38,0,0.0
1149,01,Douvres,1108,0.0,0,5.0,126,51,21,70,20,0,0.0
1150,01,Drom,215,0.0,0,0.0,24,51,21,70,15,0,0.0
1151,01,Druillat,1144,0.0,0,0.0,128,51,21,70,15,0,0.0
1152,01,Échallon,774,0.0,0,0.0,37,51,21,70,15,0,0.0
1153,01,Échenevex,2227,0.0,0,3.0,51,51,21,70,18,0,0.0
1155,01,Évosges,143,0.0,0,8.0,13,51,21,70,23,0,0.0
1156,01,Faramans,905,0.0,0,2.0,35,51,21,70,17,0,0.0
1157,01,Fareins,2524,0.0,0,8.0,42,51,21,70,23,0,0.0
1158,01,Farges,1065,0.0,0,5.0,41,51,21,70,20,0,0.0
1159,01,Feillens,3388,0.0,0,9.0,42,51,21,70,24,0,0.0
1160,01,Ferney-Voltaire,11530,0.0,0,21.0,99,51,107,70,36,1,8.67
1162,01,Flaxieu,64,0.0,0,0.0,18,51,21,70,15,0,0.0
1163,01,Foissiat,2024,0.0,0,9.0,36,51,21,70,24,0,0.0
1165,01,Francheleins,1593,0.0,0,3.0,49,51,21,70,18,0,0.0
1166,01,Frans,2547,0.0,0,12.0,45,51,21,70,27,0,0.0
1167,01,Garnerans,685,0.0,0,7.0,36,51,21,70,22,0,0.0
1169,01,Genouilleux,675,0.0,0,0.0,35,51,21,70,15,0,0.0
1170,01,Béard-Géovreissiat,1048,0.0,0,9.0,131,51,21,70,24,0,0.0
1171,01,Géovreisset,843,0.0,0,1.0,33,51,21,70,16,0,0.0
1173,01,Gex,13455,0.0,0,20.0,75,74,35,93,35,0,0.0
1174,01,Giron,174,0.0,0,0.0,27,51,21,70,15,0,0.0
1175,01,Gorrevod,782,0.0,0,14.0,40,51,21,70,29,0,0.0
1177,01,Grand-Corent,186,0.0,0,0.0,15,51,21,70,15,0,0.0
1179,01,Grièges,1909,0.0,0,9.0,37,51,21,70,24,0,0.0
1180,01,Grilly,873,0.0,0,1.0,43,51,21,70,16,0,0.0
1181,01,Groissiat,1216,0.0,0,8.0,37,51,21,70,23,0,0.0
1183,01,Guéreins,1503,0.0,0,1.0,40,51,21,70,16,0,0.0
1184,01,Hautecourt-Romanèche,754,0.0,0,6.0,38,51,21,70,21,0,0.0
1185,01,Plateau d'Hauteville,4790,0.0,0,20.0,41,72,21,91,35,0,0.0
1187,01,Haut Valromey,603,0.0,0,7.0,200,51,21,70,188,0,0.0
1188,01,Illiat,696,0.0,0,2.0,34,51,21,70,17,0,0.0
1189,01,Injoux-Génissiat,1123,0.0,0,9.0,37,51,21,70,24,0,0.0
1190,01,Innimond,92,0.0,0,0.0,29,51,21,70,15,0,0.0
1191,01,Izenave,159,0.0,0,0.0,16,51,21,70,15,0,0.0
1192,01,Izernore,2262,0.0,0,26.0,38,51,21,70,41,0,0.0
1193,01,Izieu,223,0.0,0,0.0,32,51,21,70,15,0,0.0
1194,01,Jassans-Riottier,6315,0.0,0,27.0,41,51,21,70,42,0,0.0
1195,01,Jasseron,1900,0.0,0,11.0,64,51,21,70,26,0,0.0
1196,01,Jayat,1276,0.0,0,14.0,38,51,21,70,29,0,0.0
1197,01,Journans,384,0.0,0,8.0,32,51,21,70,23,0,0.0
1198,01,Joyeux,262,0.0,0,9.0,26,51,21,70,24,0,0.0
1199,01,Jujurieux,2209,0.0,0,14.0,98,97,21,116,29,0,0.0
1200,01,Labalme,207,0.0,0,4.0,36,51,21,70,19,0,0.0
1202,01,Lagnieu,7321,0.0,0,20.0,44,51,21,70,35,0,0.0
1203,01,Laiz,1292,0.0,0,16.0,36,51,21,70,31,0,0.0
1204,01,Le Poizat-Lalleyriat,740,0.0,0,7.0,35,51,21,70,22,0,0.0
1206,01,Lantenay,265,0.0,0,0.0,29,51,21,70,15,0,0.0
1207,01,Lapeyrouse,337,0.0,0,0.0,25,51,21,70,15,0,0.0
1208,01,Lavours,138,0.0,0,0.0,31,51,21,70,15,0,0.0
1209,01,Léaz,887,0.0,0,16.0,151,51,21,70,31,0,0.0
1210,01,Lélex,236,0.0,0,23.0,26,51,21,70,38,0,0.0
1211,01,Lent,1459,0.0,0,16.0,41,51,21,70,31,0,0.0
1212,01,Lescheroux,720,0.0,0,3.0,31,51,21,70,18,0,0.0
1213,01,Leyment,1417,0.0,0,10.0,111,122,21,70,25,0,0.0
1214,01,Leyssard,163,0.0,0,3.0,19,51,21,70,18,0,0.0
1215,01,Surjoux-Lhopital,140,0.0,0,0.0,35,51,21,70,15,0,0.0
1216,01,Lhuis,891,0.0,0,6.0,43,51,21,70,21,0,0.0
1219,01,Lompnas,162,0.0,0,0.0,28,51,21,70,15,0,0.0
1224,01,Loyettes,3468,0.0,0,10.0,130,80,49,99,25,0,0.0
1225,01,Lurcy,404,0.0,0,2.0,33,51,21,70,17,0,0.0
1227,01,Magnieu,651,0.0,0,0.0,32,51,21,70,15,0,0.0
1228,01,Maillat,693,0.0,0,6.0,33,51,21,70,21,0,0.0
1229,01,Malafretaz,1235,0.0,0,12.0,40,51,21,70,27,0,0.0
1230,01,Mantenay-Montlin,320,0.0,0,8.0,33,51,21,70,23,0,0.0
1231,01,Manziat,1985,0.0,0,1.0,41,51,21,70,16,0,0.0
1232,01,Marboz,2262,0.0,0,5.0,39,51,21,70,20,0,0.0
1233,01,Marchamp,135,0.0,0,0.0,36,51,21,70,15,0,0.0
1234,01,Marignieu,164,0.0,0,0.0,16,51,21,70,15,0,0.0
1235,01,Marlieux,1186,0.0,0,16.0,46,51,21,70,31,0,0.0
1236,01,Marsonnas,1034,0.0,0,4.0,36,51,21,70,19,0,0.0
1237,01,Martignat,1667,0.0,0,22.0,39,51,21,70,37,0,0.0
1238,01,Massieux,2733,0.0,0,12.0,94,88,57,70,27,0,0.0
1239,01,Massignieu-de-Rives,653,0.0,0,0.0,38,51,21,70,15,0,0.0
1240,01,Matafelon-Granges,630,0.0,0,2.0,31,51,21,70,17,0,0.0
1241,01,Meillonnas,1383,0.0,0,12.0,37,51,21,70,27,0,0.0
1242,01,Mérignat,133,0.0,0,8.0,21,51,21,70,23,0,0.0
1243,01,Messimy-sur-Saône,1312,0.0,0,2.0,46,51,21,70,17,0,0.0
1244,01,Meximieux,8198,0.0,0,23.0,87,64,167,95,38,1,12.2
1245,01,Bohas-Meyriat-Rignat,951,0.0,0,1.0,36,51,21,70,16,0,0.0
1246,01,Mézériat,2179,0.0,0,15.0,35,51,21,70,30,0,0.0
1247,01,Mijoux,297,0.0,0,18.0,370,51,21,70,33,0,0.0
1248,01,Mionnay,2309,0.0,0,21.0,64,51,21,70,36,0,0.0
1249,01,Miribel,10450,0.0,0,18.0,90,70,126,89,33,1,9.57
1250,01,Misérieux,2010,0.0,0,8.0,35,51,21,70,23,0,0.0
1252,01,Mogneneins,824,0.0,0,0.0,32,51,21,70,15,0,0.0
1254,01,Montagnat,2164,0.0,0,10.0,44,51,21,70,25,0,0.0
1255,01,Montagnieu,684,0.0,0,4.0,35,51,21,70,19,0,0.0
1257,01,Montanges,348,0.0,0,3.0,26,51,21,70,18,0,0.0
1258,01,Montceaux,1202,0.0,0,7.0,37,51,21,70,22,0,0.0
1259,01,Montcet,715,0.0,0,9.0,25,51,21,70,24,0,0.0
1260,01,Le Montellier,329,0.0,0,0.0,30,51,21,70,15,0,0.0
1261,01,Monthieux,673,0.0,0,8.0,38,51,21,70,23,0,0.0
1262,01,Montluel,6879,19.26,1,23.0,107,71,476,104,134,3,43.61
1263,01,Montmerle-sur-Saône,3798,0.0,0,6.0,45,51,21,70,21,0,0.0
1264,01,Montracol,1008,0.0,0,10.0,35,51,21,70,25,0,0.0
1265,01,Montréal-la-Cluse,3584,0.0,0,38.0,99,107,300,70,53,1,27.9
1266,01,Montrevel-en-Bresse,2661,0.0,0,27.0,43,51,21,70,42,0,0.0
1267,01,Nurieux-Volognat,973,0.0,0,12.0,38,51,21,70,27,0,0.0
1268,01,Murs-et-Gélignieux,239,0.0,0,4.0,34,51,21,70,19,0,0.0
1269,01,Nantua,3431,0.0,0,32.0,201,110,603,99,76,2,58.29
1272,01,Neuville-les-Dames,1540,0.0,0,7.0,36,51,21,70,22,0,0.0
1273,01,Neuville-sur-Ain,1798,0.0,0,6.0,46,51,21,70,21,0,0.0
1274,01,Les Neyrolles,623,0.0,0,23.0,38,51,21,70,38,0,0.0
1275,01,Neyron,2479,0.0,0,11.0,80,51,21,70,26,0,0.0
1276,01,Niévroz,1648,0.0,0,0.0,38,51,21,70,15,0,0.0
1277,01,Nivollet-Montgriffon,119,0.0,0,0.0,17,51,21,70,15,0,0.0
1279,01,Oncieu,72,0.0,0,0.0,20,51,21,70,15,0,0.0
1280,01,Ordonnaz,146,0.0,0,0.0,15,51,21,70,15,0,0.0
1281,01,Ornex,4903,0.0,0,25.0,50,51,21,70,40,0,0.0
1282,01,Outriaz,258,0.0,0,4.0,24,51,21,70,19,0,0.0
1283,01,Oyonnax,22378,23.56,1,45.0,162,102,272,116,178,5,22.34
1284,01,Ozan,721,0.0,0,9.0,36,51,21,70,24,0,0.0
1285,01,Parcieux,1317,0.0,0,2.0,36,51,21,70,17,0,0.0
1286,01,Parves et Nattages,943,0.0,0,0.0,33,51,21,70,15,0,0.0
1288,01,Péron,2900,0.0,0,6.0,45,51,21,70,21,0,0.0
1289,01,Péronnas,6437,0.0,0,21.0,66,51,21,70,36,0,0.0
1290,01,Pérouges,1382,0.0,0,8.0,50,51,21,70,23,0,0.0
1291,01,Perrex,861,0.0,0,5.0,38,51,21,70,20,0,0.0
1293,01,Peyriat,150,0.0,0,0.0,10,51,21,70,15,0,0.0
1294,01,Peyrieu,918,0.0,0,7.0,36,51,21,70,22,0,0.0
1295,01,Peyzieux-sur-Saône,656,0.0,0,0.0,36,51,21,70,15,0,0.0
1296,01,Pirajoux,400,0.0,0,3.0,29,51,21,70,18,0,0.0
1297,01,Pizay,922,0.0,0,7.0,32,51,21,70,22,0,0.0
1298,01,Plagne,166,0.0,0,0.0,20,51,21,70,15,0,0.0
1299,01,Le Plantay,569,0.0,0,6.0,203,227,21,70,21,0,0.0
1301,01,Polliat,2694,0.0,0,9.0,59,51,21,70,24,0,0.0
1302,01,Pollieu,167,0.0,0,0.0,21,51,21,70,15,0,0.0
1303,01,Poncin,1766,0.0,0,20.0,56,51,21,70,35,0,0.0
1304,01,Pont-d'Ain,2862,0.0,0,11.0,76,51,21,70,26,0,0.0
1305,01,Pont-de-Vaux,2184,0.0,0,14.0,99,51,21,70,29,0,0.0
1306,01,Pont-de-Veyle,1600,0.0,0,20.0,51,51,21,70,35,0,0.0
1307,01,Port,843,0.0,0,28.0,47,51,21,70,43,0,0.0
1308,01,Pougny,792,0.0,0,12.0,38,51,21,70,27,0,0.0
1309,01,Pouillat,79,0.0,0,0.0,26,51,21,70,15,0,0.0
1310,01,Prémeyzel,245,0.0,0,0.0,32,51,21,70,15,0,0.0
1311,01,Prémillieu,47,0.0,0,0.0,16,51,21,70,15,0,0.0
1313,01,Prévessin-Moëns,9081,0.0,0,19.0,68,51,21,70,34,0,0.0
1314,01,Priay,1803,0.0,0,5.0,41,51,21,70,20,0,0.0
1317,01,Ramasse,332,0.0,0,0.0,323,51,21,70,15,0,0.0
1318,01,Rancé,760,0.0,0,0.0,34,51,21,70,15,0,0.0
1319,01,Relevant,467,0.0,0,2.0,33,51,21,70,17,0,0.0
1320,01,Replonges,3929,0.0,0,7.0,58,51,46,96,22,0,0.0
1321,01,Revonnas,905,0.0,0,7.0,34,51,21,70,22,0,0.0
1322,01,Reyrieux,5228,0.0,0,12.0,63,51,21,70,27,0,0.0
1323,01,Reyssouze,1003,0.0,0,3.0,36,51,21,70,18,0,0.0
1325,01,Rignieux-le-Franc,1131,0.0,0,10.0,35,51,21,70,25,0,0.0
1328,01,Romans,628,0.0,0,8.0,35,51,21,70,23,0,0.0
1329,01,Rossillon,164,0.0,0,8.0,27,51,21,70,23,0,0.0
1330,01,Ruffieu,174,0.0,0,6.0,22,51,21,70,21,0,0.0
1331,01,Saint-Alban,195,0.0,0,0.0,26,51,21,70,15,0,0.0
1332,01,Saint-André-de-Bâgé,819,0.0,0,11.0,62,51,21,70,26,0,0.0
1333,01,Saint-André-de-Corcy,3369,0.0,0,14.0,54,51,21,70,29,0,0.0
1334,01,Saint-André-d'Huiriat,671,0.0,0,4.0,35,51,21,70,19,0,0.0
1335,01,Saint-André-le-Bouchoux,427,0.0,0,0.0,32,51,21,70,15,0,0.0
1336,01,Saint-André-sur-Vieux-Jonc,1216,0.0,0,14.0,40,51,21,70,29,0,0.0
1337,01,Saint-Bénigne,1351,0.0,0,6.0,40,51,21,70,21,0,0.0
1338,01,Groslée-Saint-Benoit,1232,0.0,0,2.0,39,51,21,70,17,0,0.0
1339,01,Saint-Bernard,1544,0.0,0,5.0,34,51,21,70,20,0,0.0
1342,01,Sainte-Croix,548,0.0,0,2.0,31,51,21,70,17,0,0.0
1343,01,Saint-Cyr-sur-Menthon,1867,0.0,0,10.0,47,51,21,70,25,0,0.0
1344,01,Saint-Denis-lès-Bourg,6078,0.0,0,15.0,68,68,37,70,30,0,0.0
1345,01,Saint-Denis-en-Bugey,2258,0.0,0,12.0,51,51,21,70,27,0,0.0
1346,01,Saint-Didier-d'Aussiat,845,0.0,0,3.0,34,51,21,70,18,0,0.0
1347,01,Saint-Didier-de-Formans,2176,0.0,0,6.0,49,51,21,70,21,0,0.0
1348,01,Saint-Didier-sur-Chalaronne,2969,0.0,0,15.0,48,51,21,70,30,0,0.0
1349,01,Saint-Éloi,524,0.0,0,4.0,30,51,21,70,19,0,0.0
1350,01,Saint-Étienne-du-Bois,2569,0.0,0,17.0,74,51,21,109,32,0,0.0
1351,01,Saint-Étienne-sur-Chalaronne,1625,0.0,0,8.0,40,51,21,70,23,0,0.0
1352,01,Saint-Étienne-sur-Reyssouze,576,0.0,0,2.0,35,51,21,70,17,0,0.0
1353,01,Sainte-Euphémie,1741,0.0,0,5.0,39,51,21,70,20,0,0.0
1354,01,Saint-Genis-Pouilly,14584,0.0,0,24.0,50,51,158,70,39,2,13.71
1355,01,Saint-Genis-sur-Menthon,488,0.0,0,10.0,29,51,21,70,25,0,0.0
1356,01,Saint-Georges-sur-Renon,214,0.0,0,3.0,24,51,21,70,18,0,0.0
1357,01,Saint-Germain-de-Joux,505,0.0,0,20.0,38,51,21,70,35,0,0.0
1358,01,Saint-Germain-les-Paroisses,423,0.0,0,3.0,30,51,21,70,18,0,0.0
1359,01,Saint-Germain-sur-Renon,262,0.0,0,0.0,30,51,21,70,15,0,0.0
1360,01,Saint-Jean-de-Gonville,2042,0.0,0,4.0,36,51,21,70,19,0,0.0
1361,01,Saint-Jean-de-Niost,1862,0.0,0,5.0,39,51,21,70,20,0,0.0
1362,01,Saint-Jean-de-Thurigneux,850,0.0,0,2.0,155,51,21,70,17,0,0.0
1363,01,Saint-Jean-le-Vieux,1799,0.0,0,8.0,39,107,21,126,23,0,0.0
1364,01,Saint-Jean-sur-Reyssouze,764,0.0,0,9.0,37,51,21,70,24,0,0.0
1365,01,Saint-Jean-sur-Veyle,1154,0.0,0,10.0,37,51,21,70,25,0,0.0
1366,01,Sainte-Julie,1092,0.0,0,4.0,39,51,21,70,19,0,0.0
1367,01,Saint-Julien-sur-Reyssouze,687,0.0,0,4.0,36,51,21,70,19,0,0.0
1368,01,Saint-Julien-sur-Veyle,853,0.0,0,6.0,33,51,21,70,21,0,0.0
1369,01,Saint-Just,953,0.0,0,7.0,47,51,21,70,22,0,0.0
1370,01,Saint-Laurent-sur-Saône,1735,0.0,0,37.0,56,109,78,70,110,0,0.0
1371,01,Saint-Marcel,1300,0.0,0,13.0,41,51,21,70,28,0,0.0
1372,01,Saint-Martin-de-Bavel,431,0.0,0,0.0,33,51,21,70,15,0,0.0
1373,01,Saint-Martin-du-Frêne,1027,0.0,0,8.0,40,51,21,70,23,0,0.0
1374,01,Saint-Martin-du-Mont,1953,0.0,0,2.0,44,51,21,70,17,0,0.0
1375,01,Saint-Martin-le-Châtel,784,0.0,0,5.0,32,51,21,70,20,0,0.0
1376,01,Saint-Maurice-de-Beynost,4243,0.0,0,22.0,167,75,21,94,37,0,0.0
1378,01,Saint-Maurice-de-Gourdans,2826,0.0,0,1.0,40,51,21,70,16,0,0.0
1379,01,Saint-Maurice-de-Rémens,758,0.0,0,8.0,36,51,21,70,23,0,0.0
1380,01,Saint-Nizier-le-Bouchoux,589,0.0,0,8.0,35,51,21,70,23,0,0.0
1381,01,Saint-Nizier-le-Désert,922,0.0,0,6.0,36,51,21,70,21,0,0.0
1382,01,Sainte-Olive,357,0.0,0,6.0,29,51,21,70,21,0,0.0
1383,01,Saint-Paul-de-Varax,1637,0.0,0,23.0,44,51,21,70,38,0,0.0
1384,01,Saint-Rambert-en-Bugey,2179,0.0,0,14.0,45,51,21,70,29,0,0.0
1385,01,Saint-Rémy,922,0.0,0,14.0,37,51,21,70,29,0,0.0
1386,01,Saint-Sorlin-en-Bugey,1140,0.0,0,0.0,46,51,21,70,15,0,0.0
1387,01,Saint-Sulpice,259,0.0,0,0.0,19,51,21,70,15,0,0.0
