COG,departement,commune,population,Pop_in_QPV_pct,Total_QPV,logements_sociaux_pct,Insécurité_Score,Immigration_Score,Islamisation_Score,Défrancisation_Score,Wokisme_Score,Number_of_Mosques,Mosque_p100k
2544,02,Neuve-Maison,607,0.0,0,21.0,41,42,14,64,39,0,0.0
2545,02,La Neuville-Bosmont,187,0.0,0,0.0,27,42,14,64,18,0,0.0
2546,02,La Neuville-en-Beine,191,0.0,0,0.0,38,42,14,64,18,0,0.0
2547,02,La Neuville-Housset,63,0.0,0,0.0,37,42,14,64,18,0,0.0
2548,02,La Neuville-lès-Dorengt,391,0.0,0,1.0,32,42,14,64,19,0,0.0
2549,02,Neuville-Saint-Amand,857,0.0,0,0.0,44,42,14,64,18,0,0.0
2550,02,Neuville-sur-Ailette,119,0.0,0,0.0,26,42,14,64,18,0,0.0
2551,02,Neuville-sur-Margival,114,0.0,0,0.0,23,42,14,64,18,0,0.0
2552,02,Neuvillette,180,0.0,0,0.0,15,42,14,64,18,0,0.0
2553,02,Nizy-le-Comte,232,0.0,0,4.0,33,42,14,64,22,0,0.0
2554,02,Nogentel,1106,0.0,0,6.0,40,42,14,64,24,0,0.0
2555,02,Nogent-l'Artaud,2089,0.0,0,12.0,99,90,14,64,30,0,0.0
2556,02,Noircourt,69,0.0,0,0.0,25,42,14,64,18,0,0.0
2557,02,Noroy-sur-Ourcq,126,0.0,0,0.0,29,42,14,64,18,0,0.0
2558,02,Le Nouvion-en-Thiérache,2479,0.0,0,24.0,101,42,14,64,42,0,0.0
2559,02,Nouvion-et-Catillon,523,0.0,0,9.0,43,42,14,64,27,0,0.0
2560,02,Nouvion-le-Comte,241,0.0,0,7.0,37,42,14,64,25,0,0.0
2561,02,Nouvion-le-Vineux,143,0.0,0,0.0,30,42,14,64,18,0,0.0
2562,02,Nouvron-Vingré,197,0.0,0,0.0,38,42,14,64,18,0,0.0
2563,02,Noyales,142,0.0,0,3.0,16,42,14,64,21,0,0.0
2564,02,Bernoy-le-Château,840,0.0,0,4.0,42,42,14,64,22,0,0.0
2565,02,Œuilly,295,0.0,0,0.0,30,42,14,64,18,0,0.0
2566,02,Ognes,1113,0.0,0,0.0,60,42,14,64,18,0,0.0
2567,02,Ohis,270,0.0,0,0.0,32,42,14,64,18,0,0.0
2568,02,Oigny-en-Valois,175,0.0,0,0.0,34,42,14,64,18,0,0.0
2569,02,Oisy,459,0.0,0,6.0,43,42,14,64,24,0,0.0
2570,02,Ollezy,169,0.0,0,0.0,29,42,14,64,18,0,0.0
2571,02,Omissy,679,11.34,1,2.0,52,54,25,76,77,0,0.0
2572,02,Orainville,496,0.0,0,0.0,40,42,14,64,18,0,0.0
2573,02,Orgeval,55,0.0,0,0.0,25,42,14,64,18,0,0.0
2574,02,Origny-en-Thiérache,1354,0.0,0,3.0,45,42,14,64,21,0,0.0
2575,02,Origny-Sainte-Benoite,1612,0.0,0,17.0,55,42,14,64,35,0,0.0
2576,02,Osly-Courtil,325,0.0,0,0.0,39,42,14,64,18,0,0.0
2577,02,Ostel,91,0.0,0,0.0,10,42,14,64,18,0,0.0
2578,02,Oulches-la-Vallée-Foulon,82,0.0,0,0.0,26,42,14,64,18,0,0.0
2579,02,Oulchy-la-Ville,127,0.0,0,0.0,39,42,14,64,18,0,0.0
2580,02,Oulchy-le-Château,811,0.0,0,19.0,46,42,14,64,37,0,0.0
2581,02,Paars,314,0.0,0,0.0,44,42,14,64,18,0,0.0
2582,02,Paissy,79,0.0,0,0.0,16,42,14,64,18,0,0.0
2583,02,Pancy-Courtecon,56,0.0,0,0.0,20,42,14,64,18,0,0.0
2584,02,Papleux,115,0.0,0,0.0,36,42,14,64,18,0,0.0
2585,02,Parcy-et-Tigny,247,0.0,0,0.0,32,42,14,64,18,0,0.0
2586,02,Parfondeval,141,0.0,0,0.0,25,42,14,64,18,0,0.0
2587,02,Parfondru,351,0.0,0,0.0,38,42,14,64,18,0,0.0
2588,02,Pargnan,66,0.0,0,0.0,25,42,14,64,18,0,0.0
2589,02,Pargny-Filain,250,0.0,0,0.0,37,42,14,64,18,0,0.0
2590,02,Pargny-la-Dhuys,172,0.0,0,0.0,40,42,14,64,18,0,0.0
2591,02,Pargny-les-Bois,140,0.0,0,0.0,39,42,14,64,18,0,0.0
2592,02,Parpeville,192,0.0,0,0.0,40,42,14,64,18,0,0.0
2593,02,Pasly,1061,0.0,0,6.0,44,42,14,64,24,0,0.0
2594,02,Passy-en-Valois,125,0.0,0,0.0,31,42,14,64,18,0,0.0
2595,02,Passy-sur-Marne,139,0.0,0,0.0,33,42,14,64,18,0,0.0
2596,02,Pavant,755,0.0,0,0.0,43,42,14,64,18,0,0.0
2598,02,Pernant,683,0.0,0,0.0,43,42,14,64,18,0,0.0
2599,02,Pierremande,249,0.0,0,0.0,44,42,14,64,18,0,0.0
2600,02,Pierrepont,336,0.0,0,0.0,38,42,14,64,18,0,0.0
2601,02,Pignicourt,175,0.0,0,0.0,40,42,14,64,18,0,0.0
2602,02,Pinon,1650,0.0,0,22.0,48,42,14,64,40,0,0.0
2604,02,Pithon,78,0.0,0,0.0,10,42,14,64,18,0,0.0
2605,02,Pleine-Selve,191,0.0,0,0.0,31,42,14,64,18,0,0.0
2606,02,Le Plessier-Huleu,85,0.0,0,0.0,22,42,14,64,18,0,0.0
2607,02,Ploisy,97,0.0,0,0.0,35,42,14,64,18,0,0.0
2608,02,Plomion,454,0.0,0,1.0,37,42,14,64,19,0,0.0
2609,02,Ployart-et-Vaurseine,23,0.0,0,0.0,8,42,14,64,18,0,0.0
2610,02,Pommiers,738,0.0,0,8.0,36,42,14,64,26,0,0.0
2612,02,Pont-Arcy,118,0.0,0,0.0,31,42,14,64,18,0,0.0
2613,02,Pontavert,605,0.0,0,0.0,41,42,14,64,18,0,0.0
2614,02,Pontru,281,0.0,0,0.0,36,42,14,64,18,0,0.0
2615,02,Pontruet,352,0.0,0,0.0,33,42,14,64,18,0,0.0
2616,02,Pont-Saint-Mard,185,0.0,0,0.0,37,42,14,64,18,0,0.0
2617,02,Pouilly-sur-Serre,496,0.0,0,6.0,42,42,14,64,24,0,0.0
2618,02,Prémont,686,0.0,0,0.0,37,42,14,64,18,0,0.0
2619,02,Prémontré,596,0.0,0,39.0,50,42,14,64,57,0,0.0
2620,02,Presles-et-Boves,327,0.0,0,1.0,30,42,14,64,19,0,0.0
2621,02,Presles-et-Thierny,400,0.0,0,0.0,35,42,14,64,18,0,0.0
2622,02,Priez,58,0.0,0,0.0,16,42,14,64,18,0,0.0
2623,02,Prisces,94,0.0,0,0.0,21,42,14,64,18,0,0.0
2624,02,Proisy,275,0.0,0,0.0,37,42,14,64,18,0,0.0
2625,02,Proix,144,0.0,0,0.0,21,42,14,64,18,0,0.0
2626,02,Prouvais,339,0.0,0,0.0,29,42,14,64,18,0,0.0
2627,02,Proviseux-et-Plesnoy,133,0.0,0,0.0,10,42,14,64,18,0,0.0
2628,02,Puiseux-en-Retz,221,0.0,0,0.0,33,42,14,64,18,0,0.0
2629,02,Puisieux-et-Clanlieu,327,0.0,0,3.0,37,42,14,64,21,0,0.0
2631,02,Quierzy,419,0.0,0,5.0,41,42,14,64,23,0,0.0
2632,02,Quincy-Basse,54,0.0,0,0.0,17,42,14,64,18,0,0.0
2633,02,Quincy-sous-le-Mont,62,0.0,0,0.0,15,42,14,64,18,0,0.0
2634,02,Raillimont,89,0.0,0,0.0,19,42,14,64,18,0,0.0
2635,02,Ramicourt,147,0.0,0,0.0,31,42,14,64,18,0,0.0
2636,02,Regny,193,0.0,0,0.0,31,42,14,64,18,0,0.0
2637,02,Remaucourt,278,0.0,0,0.0,34,42,14,64,18,0,0.0
2638,02,Remies,240,0.0,0,0.0,42,42,14,64,18,0,0.0
2639,02,Remigny,341,0.0,0,0.0,38,42,14,64,18,0,0.0
2640,02,Renansart,149,0.0,0,0.0,34,42,14,64,18,0,0.0
2641,02,Renneval,127,0.0,0,0.0,34,42,14,64,18,0,0.0
2642,02,Résigny,161,0.0,0,0.0,25,42,14,64,18,0,0.0
2643,02,Ressons-le-Long,780,0.0,0,0.0,46,42,14,64,18,0,0.0
2644,02,Retheuil,348,0.0,0,0.0,34,42,14,64,18,0,0.0
2645,02,Reuilly-Sauvigny,213,0.0,0,0.0,40,42,14,64,18,0,0.0
2647,02,Ribeauville,77,0.0,0,0.0,25,42,14,64,18,0,0.0
2648,02,Ribemont,1909,0.0,0,10.0,48,95,66,117,28,0,0.0
2649,02,Rocourt-Saint-Martin,305,0.0,0,0.0,36,42,14,64,18,0,0.0
2650,02,Rocquigny,364,0.0,0,0.0,40,42,14,64,18,0,0.0
2651,02,Rogécourt,94,0.0,0,0.0,24,42,14,64,18,0,0.0
2652,02,Rogny,100,0.0,0,0.0,27,42,14,64,18,0,0.0
2653,02,Romeny-sur-Marne,466,0.0,0,0.0,39,42,14,64,18,0,0.0
2654,02,Romery,83,0.0,0,0.0,20,42,14,64,18,0,0.0
2655,02,Ronchères,152,0.0,0,0.0,30,42,14,64,18,0,0.0
2656,02,Roucy,375,0.0,0,0.0,40,42,14,64,18,0,0.0
2657,02,Rougeries,202,0.0,0,6.0,34,42,14,64,24,0,0.0
2658,02,Roupy,238,0.0,0,0.0,35,42,14,64,18,0,0.0
2659,02,Rouvroy,507,0.0,0,0.0,43,42,14,64,18,0,0.0
2660,02,Rouvroy-sur-Serre,42,0.0,0,0.0,10,42,14,64,18,0,0.0
2661,02,Royaucourt-et-Chailvet,228,0.0,0,0.0,33,42,14,64,18,0,0.0
2662,02,Rozet-Saint-Albin,333,0.0,0,0.0,32,42,14,64,18,0,0.0
2663,02,Rozières-sur-Crise,234,0.0,0,0.0,36,42,14,64,18,0,0.0
2664,02,Rozoy-Bellevalle,120,0.0,0,0.0,21,42,14,64,18,0,0.0
2665,02,Grand-Rozoy,299,0.0,0,0.0,38,42,14,64,18,0,0.0
2666,02,Rozoy-sur-Serre,922,0.0,0,19.0,262,42,14,173,37,0,0.0
2667,02,Saconin-et-Breuil,197,0.0,0,0.0,32,42,14,64,18,0,0.0
2668,02,Sains-Richaumont,939,0.0,0,12.0,48,42,14,64,30,0,0.0
2670,02,Saint-Algis,148,0.0,0,0.0,37,42,14,64,18,0,0.0
2671,02,Saint-Aubin,279,0.0,0,5.0,43,42,14,64,23,0,0.0
2672,02,Saint-Bandry,240,0.0,0,0.0,30,42,14,64,18,0,0.0
2673,02,Saint-Christophe-à-Berry,443,0.0,0,0.0,38,42,14,64,18,0,0.0
2674,02,Saint-Clément,47,0.0,0,0.0,13,42,14,64,18,0,0.0
2675,02,Sainte-Croix,130,0.0,0,0.0,23,42,14,64,18,0,0.0
2676,02,Saint-Erme-Outre-et-Ramecourt,1700,0.0,0,3.0,45,42,14,64,21,0,0.0
2677,02,Saint-Eugène,234,0.0,0,0.0,39,42,14,64,18,0,0.0
2678,02,Sainte-Geneviève,70,0.0,0,0.0,24,42,14,64,18,0,0.0
2679,02,Saint-Gengoulph,153,0.0,0,0.0,34,42,14,64,18,0,0.0
2680,02,Saint-Gobain,2313,0.0,0,8.0,42,42,14,64,26,0,0.0
2681,02,Saint-Gobert,285,0.0,0,0.0,29,42,14,64,18,0,0.0
2682,02,Saint-Mard,116,0.0,0,0.0,29,42,14,64,18,0,0.0
2683,02,Saint-Martin-Rivière,115,0.0,0,0.0,26,42,14,64,18,0,0.0
2684,02,Saint-Michel,3222,0.0,0,11.0,67,42,14,64,29,0,0.0
2685,02,Saint-Nicolas-aux-Bois,116,0.0,0,0.0,33,42,14,64,18,0,0.0
2686,02,Saint-Paul-aux-Bois,360,0.0,0,0.0,39,42,14,64,18,0,0.0
2687,02,Saint-Pierre-Aigle,332,0.0,0,1.0,34,42,14,64,19,0,0.0
2688,02,Saint-Pierre-lès-Franqueville,41,0.0,0,0.0,14,42,14,64,18,0,0.0
2689,02,Saint-Pierremont,40,0.0,0,0.0,20,42,14,64,18,0,0.0
2690,02,Sainte-Preuve,68,0.0,0,0.0,18,42,14,64,18,0,0.0
2691,02,Saint-Quentin,52995,20.92,4,29.0,221,107,101,116,160,2,3.77
2693,02,Saint-Rémy-Blanzy,225,0.0,0,0.0,42,42,14,64,18,0,0.0
2694,02,Saint-Simon,598,0.0,0,4.0,41,42,14,64,22,0,0.0
2696,02,Saint-Thomas,72,0.0,0,0.0,24,42,14,64,18,0,0.0
2697,02,Samoussy,387,0.0,0,0.0,40,42,14,64,18,0,0.0
2698,02,Sancy-les-Cheminots,98,0.0,0,0.0,26,42,14,64,18,0,0.0
2699,02,Saponay,270,0.0,0,0.0,41,42,14,64,18,0,0.0
2701,02,Saulchery,695,0.0,0,0.0,43,42,14,64,18,0,0.0
2702,02,Savy,612,0.0,0,0.0,42,42,14,64,18,0,0.0
2703,02,Seboncourt,1085,0.0,0,0.0,43,42,14,64,18,0,0.0
2704,02,Selens,207,0.0,0,0.0,514,42,14,64,18,0,0.0
2705,02,La Selve,198,0.0,0,0.0,23,42,14,64,18,0,0.0
2706,02,Septmonts,571,0.0,0,7.0,42,42,14,64,25,0,0.0
2707,02,Septvaux,179,0.0,0,0.0,38,42,14,64,18,0,0.0
2708,02,Sequehart,211,0.0,0,0.0,28,42,14,64,18,0,0.0
2709,02,Serain,390,0.0,0,0.0,39,42,14,64,18,0,0.0
2710,02,Seraucourt-le-Grand,714,0.0,0,5.0,43,42,14,64,23,0,0.0
2711,02,Serches,277,0.0,0,0.0,41,42,14,64,18,0,0.0
2712,02,Sergy,137,0.0,0,0.0,28,42,14,64,18,0,0.0
2713,02,Seringes-et-Nesles,268,0.0,0,2.0,42,42,14,64,20,0,0.0
2714,02,Sermoise,347,0.0,0,6.0,44,42,14,64,24,0,0.0
2715,02,Serval,42,0.0,0,0.0,13,42,14,64,18,0,0.0
2716,02,Servais,290,0.0,0,2.0,40,42,14,64,20,0,0.0
2717,02,Séry-lès-Mézières,602,0.0,0,0.0,41,42,14,64,18,0,0.0
2718,02,Silly-la-Poterie,114,0.0,0,0.0,28,42,14,64,18,0,0.0
2719,02,Sinceny,1988,0.0,0,3.0,44,42,14,64,21,0,0.0
2720,02,Sissonne,2061,0.0,0,24.0,57,139,14,161,42,0,0.0
2721,02,Sissy,490,0.0,0,0.0,39,42,14,64,18,0,0.0
2722,02,Soissons,28667,32.55,3,42.0,240,152,148,128,227,2,6.98
2723,02,Soize,96,0.0,0,0.0,21,42,14,64,18,0,0.0
2724,02,Sommelans,58,0.0,0,0.0,26,42,14,64,18,0,0.0
2725,02,Sommeron,135,0.0,0,0.0,29,42,14,64,18,0,0.0
2726,02,Sommette-Eaucourt,177,0.0,0,0.0,36,42,14,64,18,0,0.0
2727,02,Sons-et-Ronchères,207,0.0,0,4.0,34,42,14,64,22,0,0.0
2728,02,Sorbais,261,0.0,0,0.0,38,42,14,64,18,0,0.0
2729,02,Soucy,77,0.0,0,0.0,25,42,14,64,18,0,0.0
2730,02,Soupir,270,0.0,0,0.0,43,42,14,64,18,0,0.0
2731,02,Le Sourd,166,0.0,0,0.0,16,42,14,64,18,0,0.0
2732,02,Surfontaine,98,0.0,0,0.0,18,42,14,64,18,0,0.0
2734,02,Taillefontaine,262,0.0,0,0.0,38,42,14,64,18,0,0.0
2735,02,Tannières,16,0.0,0,0.0,8,42,14,64,18,0,0.0
2736,02,Tartiers,165,0.0,0,0.0,31,42,14,64,18,0,0.0
2737,02,Tavaux-et-Pontséricourt,549,0.0,0,0.0,45,42,14,64,18,0,0.0
2738,02,Tergnier,13261,8.73,1,37.0,120,66,30,81,107,0,0.0
2739,02,Terny-Sorny,326,0.0,0,0.0,30,42,14,64,18,0,0.0
2740,02,Thenailles,221,0.0,0,0.0,34,42,14,64,18,0,0.0
2741,02,Thenelles,542,0.0,0,0.0,43,42,14,64,18,0,0.0
2742,02,Thiernu,120,0.0,0,0.0,36,42,14,64,18,0,0.0
2743,02,Le Thuel,155,0.0,0,0.0,36,42,14,64,18,0,0.0
2744,02,Torcy-en-Valois,77,0.0,0,0.0,18,42,14,64,18,0,0.0
2745,02,Toulis-et-Attencourt,112,0.0,0,0.0,23,42,14,64,18,0,0.0
2746,02,Travecy,683,0.0,0,0.0,45,42,14,64,18,0,0.0
2747,02,Trefcon,81,0.0,0,0.0,10,42,14,64,18,0,0.0
2748,02,Trélou-sur-Marne,948,0.0,0,0.0,43,42,14,64,18,0,0.0
2749,02,Troësnes,211,0.0,0,0.0,27,42,14,64,18,0,0.0
2750,02,Trosly-Loire,551,0.0,0,1.0,44,42,14,64,19,0,0.0
2751,02,Trucy,141,0.0,0,0.0,22,42,14,64,18,0,0.0
2752,02,Tugny-et-Pont,283,0.0,0,0.0,37,42,14,64,18,0,0.0
2753,02,Tupigny,335,0.0,0,0.0,39,42,14,64,18,0,0.0
2754,02,Ugny-le-Gay,186,0.0,0,0.0,34,42,14,64,18,0,0.0
2755,02,Urcel,539,0.0,0,12.0,41,42,14,64,30,0,0.0
2756,02,Urvillers,688,0.0,0,0.0,94,42,14,64,18,0,0.0
2757,02,Vadencourt,511,0.0,0,0.0,39,42,14,64,18,0,0.0
2758,02,Vailly-sur-Aisne,2019,0.0,0,15.0,55,42,14,64,33,0,0.0
2759,02,La Vallée-au-Blé,358,0.0,0,4.0,39,42,14,64,22,0,0.0
2760,02,La Vallée-Mulâtre,147,0.0,0,0.0,25,42,14,64,18,0,0.0
2761,02,Variscourt,218,0.0,0,0.0,29,42,14,64,18,0,0.0
2762,02,Vassens,171,0.0,0,0.0,24,42,14,64,18,0,0.0
2763,02,Vasseny,204,0.0,0,0.0,29,42,14,64,18,0,0.0
2764,02,Vassogne,92,0.0,0,0.0,22,42,14,64,18,0,0.0
2765,02,Vaucelles-et-Beffecourt,233,0.0,0,0.0,37,42,14,64,18,0,0.0
2766,02,Vaudesson,238,0.0,0,0.0,32,42,14,64,18,0,0.0
2767,02,Vauxrezis,325,0.0,0,0.0,26,42,14,64,18,0,0.0
2768,02,Vauxaillon,504,0.0,0,0.0,43,42,14,64,18,0,0.0
2769,02,Vaux-Andigny,923,0.0,0,11.0,39,42,14,64,29,0,0.0
2770,02,Vauxbuin,771,0.0,0,0.0,184,42,14,64,18,0,0.0
2772,02,Vaux-en-Vermandois,142,0.0,0,0.0,27,42,14,64,18,0,0.0
2773,02,Vauxtin,44,0.0,0,0.0,10,42,14,64,18,0,0.0
2774,02,Vendelles,122,0.0,0,0.0,25,42,14,64,18,0,0.0
2775,02,Vendeuil,926,0.0,0,0.0,44,42,14,64,18,0,0.0
2776,02,Vendhuile,574,0.0,0,0.0,41,42,14,64,18,0,0.0
2777,02,Vendières,129,0.0,0,0.0,38,42,14,64,18,0,0.0
2778,02,Vendresse-Beaulne,99,0.0,0,0.0,37,42,14,64,18,0,0.0
2779,02,Vénérolles,225,0.0,0,0.0,34,42,14,64,18,0,0.0
2780,02,Venizel,1333,0.0,0,33.0,45,42,14,64,51,0,0.0
2781,02,Verdilly,455,0.0,0,0.0,40,42,14,64,18,0,0.0
2782,02,Le Verguier,215,0.0,0,0.0,29,42,14,64,18,0,0.0
2783,02,Grand-Verly,134,0.0,0,2.0,27,42,14,64,20,0,0.0
2784,02,Petit-Verly,156,0.0,0,0.0,37,42,14,64,18,0,0.0
2785,02,Vermand,1102,0.0,0,2.0,44,42,14,64,20,0,0.0
2786,02,Verneuil-sous-Coucy,136,0.0,0,0.0,29,42,14,64,18,0,0.0
2787,02,Verneuil-sur-Serre,255,0.0,0,0.0,432,42,14,64,18,0,0.0
2788,02,Versigny,467,0.0,0,3.0,35,42,14,64,21,0,0.0
2789,02,Vervins,2574,0.0,0,43.0,73,42,14,64,61,0,0.0
2790,02,Vesles-et-Caumont,243,0.0,0,0.0,36,42,14,64,18,0,0.0
2791,02,Veslud,269,0.0,0,4.0,27,42,14,64,22,0,0.0
2792,02,Veuilly-la-Poterie,155,0.0,0,0.0,40,42,14,64,18,0,0.0
2793,02,Vézaponin,114,0.0,0,0.0,32,42,14,64,18,0,0.0
2794,02,Vézilly,184,0.0,0,0.0,32,42,14,64,18,0,0.0
2795,02,Vic-sur-Aisne,1610,0.0,0,21.0,117,42,76,127,39,0,0.0
2796,02,Vichel-Nanteuil,93,0.0,0,0.0,26,42,14,64,18,0,0.0
2797,02,Viel-Arcy,172,0.0,0,0.0,38,42,14,64,18,0,0.0
2798,02,Viels-Maisons,1199,0.0,0,0.0,43,42,14,64,18,0,0.0
2799,02,Vierzy,378,0.0,0,9.0,37,42,14,64,27,0,0.0
2800,02,Viffort,314,0.0,0,0.0,37,42,14,64,18,0,0.0
2801,02,Vigneux-Hocquet,266,0.0,0,2.0,27,42,14,64,20,0,0.0
2802,02,La Ville-aux-Bois-lès-Dizy,203,0.0,0,0.0,29,42,14,64,18,0,0.0
2803,02,La Ville-aux-Bois-lès-Pontavert,148,0.0,0,0.0,36,42,14,64,18,0,0.0
2804,02,Villemontoire,210,0.0,0,0.0,34,42,14,64,18,0,0.0
2805,02,Villeneuve-Saint-Germain,2585,0.0,0,32.0,50,42,14,64,50,0,0.0
2806,02,Villeneuve-sur-Fère,285,0.0,0,1.0,36,42,14,64,19,0,0.0
2807,02,Villequier-Aumont,675,0.0,0,0.0,36,42,14,64,18,0,0.0
2808,02,Villeret,268,0.0,0,0.0,40,42,14,64,18,0,0.0
2809,02,Villers-Agron-Aiguizy,70,0.0,0,0.0,31,42,14,64,18,0,0.0
2810,02,Villers-Cotterêts,10376,10.7,1,38.0,136,92,131,133,158,1,9.64
2812,02,Villers-Hélon,194,0.0,0,0.0,40,42,14,64,18,0,0.0
2813,02,Villers-le-Sec,256,0.0,0,0.0,43,42,14,64,18,0,0.0
2814,02,Villers-lès-Guise,160,0.0,0,0.0,33,42,14,64,18,0,0.0
2815,02,Villers-Saint-Christophe,419,0.0,0,1.0,36,42,14,64,19,0,0.0
2816,02,Villers-sur-Fère,517,0.0,0,0.0,41,42,14,64,18,0,0.0
2817,02,Ville-Savoye,83,0.0,0,0.0,8,42,14,64,18,0,0.0
2818,02,Villiers-Saint-Denis,1074,0.0,0,5.0,47,42,14,64,23,0,0.0
2819,02,Vincy-Reuil-et-Magny,103,0.0,0,2.0,23,42,14,64,20,0,0.0
2820,02,Viry-Noureuil,1682,0.0,0,1.0,110,102,14,64,19,0,0.0
2821,02,Vivaise,662,0.0,0,10.0,42,42,14,64,28,0,0.0
2822,02,Vivières,409,0.0,0,0.0,41,42,14,64,18,0,0.0
2823,02,Voharies,76,0.0,0,0.0,28,42,14,64,18,0,0.0
2824,02,Vorges,383,0.0,0,0.0,34,42,14,64,18,0,0.0
2826,02,Voulpaix,348,0.0,0,0.0,34,42,14,64,18,0,0.0
2827,02,Voyenne,309,0.0,0,0.0,44,42,14,64,18,0,0.0
2828,02,Vregny,90,0.0,0,0.0,19,42,14,64,18,0,0.0
2829,02,Vuillery,43,0.0,0,0.0,24,42,14,64,18,0,0.0
2830,02,Wassigny,946,0.0,0,16.0,43,42,14,64,34,0,0.0
2831,02,Watigny,359,0.0,0,0.0,34,42,14,64,18,0,0.0
2832,02,Wiège-Faty,181,0.0,0,0.0,24,42,14,64,18,0,0.0
2833,02,Wimy,464,0.0,0,1.0,37,42,14,64,19,0,0.0
2834,02,Wissignicourt,154,0.0,0,0.0,20,42,14,64,18,0,0.0
3001,03,Abrest,2927,0.0,0,5.0,41,41,10,59,20,0,0.0
3002,03,Agonges,304,0.0,0,7.0,23,41,10,59,22,0,0.0
3003,03,Ainay-le-Château,987,0.0,0,7.0,31,41,10,59,22,0,0.0
3004,03,Andelaroche,217,0.0,0,0.0,24,41,10,59,15,0,0.0
3005,03,Archignat,336,0.0,0,20.0,29,41,10,59,35,0,0.0
3006,03,Arfeuilles,610,0.0,0,0.0,30,41,10,59,15,0,0.0
3007,03,Arpheuilles-Saint-Priest,374,0.0,0,0.0,554,309,10,59,15,0,0.0
3008,03,Arronnes,382,0.0,0,0.0,26,41,10,59,15,0,0.0
3009,03,Aubigny,146,0.0,0,15.0,24,41,10,59,30,0,0.0
3010,03,Audes,408,0.0,0,3.0,32,41,10,59,18,0,0.0
3011,03,Aurouër,411,0.0,0,6.0,34,41,10,59,21,0,0.0
3012,03,Autry-Issards,309,0.0,0,5.0,31,41,10,59,20,0,0.0
3013,03,Avermes,4109,0.0,0,28.0,48,41,10,59,43,0,0.0
3014,03,Avrilly,137,0.0,0,0.0,14,41,10,59,15,0,0.0
3015,03,Bagneux,339,0.0,0,0.0,26,41,10,59,15,0,0.0
3016,03,Barberier,142,0.0,0,0.0,24,41,10,59,15,0,0.0
3017,03,Barrais-Bussolles,185,0.0,0,0.0,19,41,10,59,15,0,0.0
3018,03,Bayet,673,0.0,0,7.0,42,41,10,59,22,0,0.0
3019,03,Beaulon,1640,0.0,0,5.0,40,41,10,59,20,0,0.0
3020,03,Beaune-d'Allier,293,0.0,0,0.0,23,41,10,59,15,0,0.0
3021,03,Bègues,229,0.0,0,0.0,23,41,10,59,15,0,0.0
3022,03,Bellenaves,986,0.0,0,9.0,35,143,10,161,125,0,0.0
3023,03,Bellerive-sur-Allier,8898,0.0,0,16.0,70,52,10,59,31,0,0.0
3024,03,Bert,261,0.0,0,6.0,27,41,10,59,21,0,0.0
3025,03,Bessay-sur-Allier,1384,0.0,0,10.0,35,41,10,59,25,0,0.0
3026,03,Besson,746,0.0,0,0.0,32,41,10,59,15,0,0.0
3027,03,Bézenet,917,0.0,0,3.0,35,41,10,59,18,0,0.0
3028,03,Billezois,361,0.0,0,0.0,26,41,10,59,15,0,0.0
3029,03,Billy,823,0.0,0,0.0,34,41,10,59,15,0,0.0
3030,03,Biozat,923,0.0,0,1.0,32,41,10,59,16,0,0.0
3031,03,Bizeneuille,300,0.0,0,6.0,107,41,10,59,21,0,0.0
3032,03,Blomard,229,0.0,0,0.0,19,41,10,59,15,0,0.0
3033,03,Bost,180,0.0,0,0.0,26,41,10,59,15,0,0.0
3034,03,Boucé,499,0.0,0,5.0,31,41,10,59,20,0,0.0
3035,03,Le Bouchaud,193,0.0,0,0.0,25,41,10,59,15,0,0.0
3036,03,Bourbon-l'Archambault,2542,0.0,0,6.0,36,41,10,59,21,0,0.0
3037,03,Braize,259,0.0,0,9.0,29,41,10,59,24,0,0.0
3038,03,Bransat,529,0.0,0,0.0,30,41,10,59,15,0,0.0
3039,03,Bresnay,385,0.0,0,1.0,29,41,10,59,16,0,0.0
3040,03,Bressolles,1141,0.0,0,3.0,33,41,10,59,18,0,0.0
3041,03,Le Brethon,324,0.0,0,1.0,31,41,10,59,16,0,0.0
3042,03,Le Breuil,531,0.0,0,1.0,30,41,10,59,16,0,0.0
3043,03,Broût-Vernet,1209,0.0,0,2.0,39,41,10,59,17,0,0.0
3044,03,Brugheas,1556,0.0,0,3.0,32,41,10,59,18,0,0.0
3045,03,Busset,810,0.0,0,3.0,30,41,10,59,18,0,0.0
3046,03,Buxières-les-Mines,1001,0.0,0,14.0,41,41,10,59,29,0,0.0
3047,03,La Celle,400,0.0,0,0.0,27,41,10,59,15,0,0.0
3048,03,Cérilly,1312,0.0,0,4.0,32,41,10,59,19,0,0.0
3049,03,Cesset,428,0.0,0,0.0,31,41,10,59,15,0,0.0
3050,03,La Chabanne,172,0.0,0,1.0,28,41,10,59,16,0,0.0
3051,03,Chambérat,279,0.0,0,0.0,30,41,10,59,15,0,0.0
3052,03,Chamblet,1079,0.0,0,7.0,33,41,10,59,22,0,0.0
3053,03,Chantelle,1124,0.0,0,5.0,40,41,10,59,20,0,0.0
3054,03,Chapeau,236,0.0,0,5.0,22,41,10,59,20,0,0.0
3055,03,La Chapelaude,941,0.0,0,2.0,34,41,10,59,17,0,0.0
3056,03,La Chapelle,396,0.0,0,0.0,280,294,10,59,15,0,0.0
